prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,is developed by,developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,has format specification,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6898; levenshtein=0.2727; semantic=0.7557; sequence_match=0.5000,False,0.6485,False,top-3 avg score 0.6485 < final_threshold 0.7
ObjectProperty,has interface,has maintenance status,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7978; levenshtein=0.4500; semantic=0.5179; sequence_match=0.6250,False,0.6469,False,top-3 avg score 0.6469 < final_threshold 0.7
ObjectProperty,has output,has source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7926; levenshtein=0.4444; semantic=0.5875; sequence_match=0.5556,False,0.6452,False,top-3 avg score 0.6452 < final_threshold 0.7
ObjectProperty,has specified data output,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7590; sequence_match=0.4865,False,0.633,False,top-3 avg score 0.6330 < final_threshold 0.7
ObjectProperty,uses software,uses tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6944; levenshtein=0.4167; semantic=0.7021; sequence_match=0.5000,False,0.6322,False,top-3 avg score 0.6322 < final_threshold 0.7
ObjectProperty,has version,has source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8115; levenshtein=0.3000; semantic=0.6540; sequence_match=0.4211,False,0.6288,False,top-3 avg score 0.6288 < final_threshold 0.7
ObjectProperty,has version,has permissiveness,jaro_winkler+semantic+levenshtein,jaro_winkler=0.8006; levenshtein=0.4706; semantic=0.6069; sequence_match=0.4444,False,0.626,False,top-3 avg score 0.6260 < final_threshold 0.7
ObjectProperty,implements,has implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6333; levenshtein=0.3600; semantic=0.7234; sequence_match=0.5143,False,0.6237,False,top-3 avg score 0.6237 < final_threshold 0.7
ObjectProperty,uses software,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7035; sequence_match=0.4800,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,has input,has license type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8083; levenshtein=0.4286; semantic=0.4929; sequence_match=0.5455,False,0.6156,False,top-3 avg score 0.6156 < final_threshold 0.7
ObjectProperty,has specified data input,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7702; sequence_match=0.4571,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
ObjectProperty,has license,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.4118; semantic=0.6475; sequence_match=0.5185,False,0.6132,False,top-3 avg score 0.6132 < final_threshold 0.7
ObjectProperty,has specified data output,is exported data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7013; levenshtein=0.3182; semantic=0.6823; sequence_match=0.4444,False,0.6094,False,top-3 avg score 0.6094 < final_threshold 0.7
ObjectProperty,has license,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.3500; semantic=0.5580; sequence_match=0.4667,False,0.607,False,top-3 avg score 0.6070 < final_threshold 0.7
ObjectProperty,has interface,has license type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.4286; semantic=0.5496; sequence_match=0.4615,False,0.6059,False,top-3 avg score 0.6059 < final_threshold 0.7
ObjectProperty,has interface,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.4000; semantic=0.5767; sequence_match=0.4444,False,0.6059,False,top-3 avg score 0.6059 < final_threshold 0.7
ObjectProperty,is developed by,targets developer,sequence_match+jaro_winkler+semantic,jaro_winkler=0.6035; levenshtein=0.4375; semantic=0.5845; sequence_match=0.6207,False,0.6029,False,top-3 avg score 0.6029 < final_threshold 0.7
ObjectProperty,has interface,has source,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6667; levenshtein=0.5000; semantic=0.5692; sequence_match=0.5714,False,0.6024,False,top-3 avg score 0.6024 < final_threshold 0.7
ObjectProperty,has license,has source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.4000; semantic=0.5941; sequence_match=0.5263,False,0.6019,False,top-3 avg score 0.6019 < final_threshold 0.7
ObjectProperty,has interface,has format type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8033; levenshtein=0.3077; semantic=0.5856; sequence_match=0.4000,False,0.5963,False,top-3 avg score 0.5963 < final_threshold 0.7
ObjectProperty,has function,has source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.3636; semantic=0.6027; sequence_match=0.5000,False,0.5909,False,top-3 avg score 0.5909 < final_threshold 0.7
ObjectProperty,has input,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,has function,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,is alternative format of,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,has clause,has license type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6640; levenshtein=0.3571; semantic=0.5403; sequence_match=0.5217,False,0.5754,False,top-3 avg score 0.5754 < final_threshold 0.7
ObjectProperty,is developed by,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6828; sequence_match=0.4545,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.7
ObjectProperty,has output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.5274; sequence_match=0.5000,False,0.5721,False,top-3 avg score 0.5721 < final_threshold 0.7
ObjectProperty,is alternative format of,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,has function,has capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.6756; sequence_match=0.4167,False,0.5686,False,top-3 avg score 0.5686 < final_threshold 0.7
ObjectProperty,uses platform,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,uses platform,has output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,has specified data input,uses data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5933; levenshtein=0.2857; semantic=0.6823; sequence_match=0.4138,False,0.5631,False,top-3 avg score 0.5631 < final_threshold 0.7
ObjectProperty,is encoded in,is exported data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.4286; semantic=0.5436; sequence_match=0.4800,False,0.5627,False,top-3 avg score 0.5627 < final_threshold 0.7
ObjectProperty,has clause,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5733; sequence_match=0.4545,False,0.5606,False,top-3 avg score 0.5606 < final_threshold 0.7
ObjectProperty,has input,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3846; semantic=0.5232; sequence_match=0.4762,False,0.5603,False,top-3 avg score 0.5603 < final_threshold 0.7
ObjectProperty,has interface,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,has specified data input,is exported data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6486; levenshtein=0.3333; semantic=0.5607; sequence_match=0.4571,False,0.5555,False,top-3 avg score 0.5555 < final_threshold 0.7
ObjectProperty,has function,is feature of version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6822; levenshtein=0.2778; semantic=0.5687; sequence_match=0.4138,False,0.5549,False,top-3 avg score 0.5549 < final_threshold 0.7
ObjectProperty,has input,has source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5452; sequence_match=0.4706,False,0.5546,False,top-3 avg score 0.5546 < final_threshold 0.7
ObjectProperty,has function,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6408; levenshtein=0.3200; semantic=0.5661; sequence_match=0.4444,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.7
ObjectProperty,has clause,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.3000; semantic=0.5501; sequence_match=0.4828,False,0.5489,False,top-3 avg score 0.5489 < final_threshold 0.7
ObjectProperty,uses software,has source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.5037; sequence_match=0.4762,False,0.5488,False,top-3 avg score 0.5488 < final_threshold 0.7
ObjectProperty,has clause,has format type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6467; levenshtein=0.3846; semantic=0.5427; sequence_match=0.4545,False,0.548,False,top-3 avg score 0.5480 < final_threshold 0.7
ObjectProperty,has interface,contains feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7000; levenshtein=0.2667; semantic=0.5720; sequence_match=0.3704,False,0.5475,False,top-3 avg score 0.5475 < final_threshold 0.7
ObjectProperty,has format specification,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2727; semantic=0.5358; sequence_match=0.4324,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,is software for,is feature of version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7825; levenshtein=0.3333; semantic=0.4689; sequence_match=0.3871,False,0.5462,False,top-3 avg score 0.5462 < final_threshold 0.7
ObjectProperty,has specified data output,uses data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5882; levenshtein=0.2727; semantic=0.6454; sequence_match=0.4000,False,0.5445,False,top-3 avg score 0.5445 < final_threshold 0.7
ObjectProperty,has output,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6467; levenshtein=0.3077; semantic=0.6225; sequence_match=0.3636,False,0.5443,False,top-3 avg score 0.5443 < final_threshold 0.7
ObjectProperty,has input,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3000; semantic=0.5202; sequence_match=0.4286,False,0.544,False,top-3 avg score 0.5440 < final_threshold 0.7
ObjectProperty,has function,has community development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6624; levenshtein=0.3478; semantic=0.4979; sequence_match=0.4706,False,0.5436,False,top-3 avg score 0.5436 < final_threshold 0.7
ObjectProperty,has output,has community development,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6425; levenshtein=0.3478; semantic=0.4862; sequence_match=0.5000,False,0.5429,False,top-3 avg score 0.5429 < final_threshold 0.7
ObjectProperty,has interface,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.3200; semantic=0.6207; sequence_match=0.3784,False,0.5428,False,top-3 avg score 0.5428 < final_threshold 0.7
ObjectProperty,has specified data input,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6215; levenshtein=0.3333; semantic=0.5210; sequence_match=0.4737,False,0.5387,False,top-3 avg score 0.5387 < final_threshold 0.7
ObjectProperty,has function,has output format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has license,has capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.6141; sequence_match=0.4348,False,0.5368,False,top-3 avg score 0.5368 < final_threshold 0.7
ObjectProperty,is developed by,provides help,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.0769; semantic=0.4926; sequence_match=0.4800,False,0.5361,False,top-3 avg score 0.5361 < final_threshold 0.7
ObjectProperty,is developed by,has community development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6013; levenshtein=0.3478; semantic=0.5040; sequence_match=0.5000,False,0.5351,False,top-3 avg score 0.5351 < final_threshold 0.7
ObjectProperty,has function,has format type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3846; semantic=0.5739; sequence_match=0.4167,False,0.5347,False,top-3 avg score 0.5347 < final_threshold 0.7
ObjectProperty,has version,has license type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.5455; sequence_match=0.4167,False,0.5334,False,top-3 avg score 0.5334 < final_threshold 0.7
ObjectProperty,has format specification,has source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6675; levenshtein=0.2273; semantic=0.5423; sequence_match=0.3871,False,0.5323,False,top-3 avg score 0.5323 < final_threshold 0.7
ObjectProperty,has interface,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.2353; semantic=0.5646; sequence_match=0.4138,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has specified data output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,has output,has license type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.2857; semantic=0.5135; sequence_match=0.4348,False,0.5286,False,top-3 avg score 0.5286 < final_threshold 0.7
ObjectProperty,has specified data input,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6232; levenshtein=0.2800; semantic=0.4786; sequence_match=0.4783,False,0.5267,False,top-3 avg score 0.5267 < final_threshold 0.7
ObjectProperty,has version,uses tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5009; sequence_match=0.4444,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,has input,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2400; semantic=0.5411; sequence_match=0.3636,False,0.5252,False,top-3 avg score 0.5252 < final_threshold 0.7
ObjectProperty,has license,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6233; levenshtein=0.2800; semantic=0.5505; sequence_match=0.4000,False,0.5246,False,top-3 avg score 0.5246 < final_threshold 0.7
ObjectProperty,has clause,has permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.6369; sequence_match=0.3846,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,uses platform,applies algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6227; levenshtein=0.2500; semantic=0.5113; sequence_match=0.4286,False,0.5209,False,top-3 avg score 0.5209 < final_threshold 0.7
ObjectProperty,has version,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5403; sequence_match=0.3333,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,has function,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6258; levenshtein=0.3000; semantic=0.5445; sequence_match=0.3871,False,0.5191,False,top-3 avg score 0.5191 < final_threshold 0.7
ObjectProperty,has input,has permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5730; levenshtein=0.2941; semantic=0.5841; sequence_match=0.4000,False,0.519,False,top-3 avg score 0.5190 < final_threshold 0.7
ObjectProperty,has clause,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3333; semantic=0.4993; sequence_match=0.4167,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,has version,runs on,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5731; sequence_match=0.3750,False,0.516,False,top-3 avg score 0.5160 < final_threshold 0.7
ObjectProperty,has function,has license type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.3571; semantic=0.4815; sequence_match=0.4000,False,0.5153,False,top-3 avg score 0.5153 < final_threshold 0.7
ObjectProperty,is alternative format of,has format type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4811; levenshtein=0.2381; semantic=0.6530; sequence_match=0.4118,False,0.5153,False,top-3 avg score 0.5153 < final_threshold 0.7
ObjectProperty,implements,applies tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.5589; sequence_match=0.3810,False,0.5146,False,top-3 avg score 0.5146 < final_threshold 0.7
ObjectProperty,has specified data output,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6369; levenshtein=0.2800; semantic=0.4807; sequence_match=0.4255,False,0.5144,False,top-3 avg score 0.5144 < final_threshold 0.7
ObjectProperty,has specified data output,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6413; levenshtein=0.2727; semantic=0.5018; sequence_match=0.4000,False,0.5143,False,top-3 avg score 0.5143 < final_threshold 0.7
ObjectProperty,has format specification,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6131; levenshtein=0.2000; semantic=0.5021; sequence_match=0.4255,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.7
ObjectProperty,has format specification,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6248; levenshtein=0.3182; semantic=0.5051; sequence_match=0.4103,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,has specified data input,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6485; levenshtein=0.2857; semantic=0.4765; sequence_match=0.4118,False,0.5122,False,top-3 avg score 0.5122 < final_threshold 0.7
ObjectProperty,has interface,version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5440; sequence_match=0.3810,False,0.512,False,top-3 avg score 0.5120 < final_threshold 0.7
ObjectProperty,has format specification,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.2727; semantic=0.4358; sequence_match=0.4286,False,0.5115,False,top-3 avg score 0.5115 < final_threshold 0.7
ObjectProperty,has license,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5213; sequence_match=0.4000,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has interface,has capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5338; levenshtein=0.2308; semantic=0.5966; sequence_match=0.4000,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
ObjectProperty,has function,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.3636; semantic=0.5792; sequence_match=0.4706,False,0.5099,False,top-3 avg score 0.5099 < final_threshold 0.7
ObjectProperty,has input,has format type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.3077; semantic=0.5457; sequence_match=0.3810,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.7
ObjectProperty,is software for,uses tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5433; sequence_match=0.3810,False,0.5092,False,top-3 avg score 0.5092 < final_threshold 0.7
ObjectProperty,uses software,accesses resource,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5784; levenshtein=0.3125; semantic=0.4478; sequence_match=0.5000,False,0.5087,False,top-3 avg score 0.5087 < final_threshold 0.7
ObjectProperty,has declared status,is exported data,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6342; levenshtein=0.3529; semantic=0.4369; sequence_match=0.4516,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,has version,has capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5692; levenshtein=0.3077; semantic=0.6056; sequence_match=0.3478,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,is software for,has source,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6467; levenshtein=0.2308; semantic=0.4211; sequence_match=0.4545,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.7
ObjectProperty,has declared status,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6537; levenshtein=0.3529; semantic=0.4685; sequence_match=0.4000,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.7
ObjectProperty,uses platform,supports task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.1667; semantic=0.5338; sequence_match=0.3333,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.7
ObjectProperty,has declared status,has permissiveness,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6054; levenshtein=0.2941; semantic=0.4431; sequence_match=0.4706,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.7
ObjectProperty,is developed by,is exported data,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6319; levenshtein=0.2857; semantic=0.4415; sequence_match=0.4444,False,0.5059,False,top-3 avg score 0.5059 < final_threshold 0.7
ObjectProperty,has clause,contains feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.3333; semantic=0.5786; sequence_match=0.4167,False,0.5058,False,top-3 avg score 0.5058 < final_threshold 0.7
ObjectProperty,has version,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2800; semantic=0.5510; sequence_match=0.4000,False,0.5052,False,top-3 avg score 0.5052 < final_threshold 0.7
ObjectProperty,has clause,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5800; levenshtein=0.2800; semantic=0.5233; sequence_match=0.4118,False,0.505,False,top-3 avg score 0.5050 < final_threshold 0.7
ObjectProperty,has function,has permissiveness,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5829; levenshtein=0.2941; semantic=0.6283; sequence_match=0.2857,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
ObjectProperty,is software for,applies tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.0769; semantic=0.5556; sequence_match=0.3333,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.7
ObjectProperty,uses platform,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5839; sequence_match=0.3333,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.7
ObjectProperty,has specified data input,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5560; sequence_match=0.3889,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.7
ObjectProperty,has function,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.3333; semantic=0.5215; sequence_match=0.3846,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.7
ObjectProperty,has specified data output,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5721; levenshtein=0.2727; semantic=0.5158; sequence_match=0.4103,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.7
