prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,constraint,has constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9340; sequence_match=0.8696,False,0.8755,True,selected
ObjectProperty,action,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6245; levenshtein=0.2069; semantic=0.4719; sequence_match=0.3429,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,action,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5174; sequence_match=0.4000,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
ObjectProperty,action,has constraint applied to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6465; levenshtein=0.1818; semantic=0.5036; sequence_match=0.2857,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.7
ObjectProperty,obligation,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2222; semantic=0.4862; sequence_match=0.3571,False,0.4774,False,top-3 avg score 0.4774 < final_threshold 0.7
ObjectProperty,constraint,is activated by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5761; levenshtein=0.1538; semantic=0.5063; sequence_match=0.3478,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.7
ObjectProperty,conflict,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5046; sequence_match=0.3529,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,failure,activates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.4640; sequence_match=0.3750,False,0.4754,False,top-3 avg score 0.4754 < final_threshold 0.7
ObjectProperty,conflict,is consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.5566; sequence_match=0.3478,False,0.4746,False,top-3 avg score 0.4746 < final_threshold 0.7
ObjectProperty,leftOperand,is applied to,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5152; levenshtein=0.0000; semantic=0.5423; sequence_match=0.3636,False,0.4737,False,top-3 avg score 0.4737 < final_threshold 0.7
ObjectProperty,target,is applied to,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.5550; sequence_match=0.1176,False,0.4729,False,top-3 avg score 0.4729 < final_threshold 0.7
ObjectProperty,assigner,activates,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.5145; sequence_match=0.2353,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.7
ObjectProperty,operand,has logical operator,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2989; levenshtein=0.2778; semantic=0.7151; sequence_match=0.4000,False,0.4714,False,top-3 avg score 0.4714 < final_threshold 0.7
ObjectProperty,inheritFrom,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.0909; semantic=0.5488; sequence_match=0.3158,False,0.4713,False,top-3 avg score 0.4713 < final_threshold 0.7
ObjectProperty,scope,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5531; sequence_match=0.3077,False,0.4703,False,top-3 avg score 0.4703 < final_threshold 0.7
ObjectProperty,scope,is activated by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.4672; sequence_match=0.3333,False,0.4702,False,top-3 avg score 0.4702 < final_threshold 0.7
ObjectProperty,target,applies to,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5763; sequence_match=0.1333,False,0.4699,False,top-3 avg score 0.4699 < final_threshold 0.7
ObjectProperty,relation,is applied to,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.5557; sequence_match=0.3158,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,failure,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.1111; semantic=0.4438; sequence_match=0.3750,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.7
ObjectProperty,relation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5829; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,relation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2414; semantic=0.4332; sequence_match=0.3784,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,consequence,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5606; sequence_match=0.3000,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,permission,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.5029; sequence_match=0.2857,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.7
ObjectProperty,assignee,activates,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.4883; sequence_match=0.2353,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.7
ObjectProperty,action,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4879; sequence_match=0.4000,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.7
ObjectProperty,scope,applies to,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.1111; semantic=0.5603; sequence_match=0.2857,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.7
ObjectProperty,failure,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6043; levenshtein=0.2069; semantic=0.4489; sequence_match=0.3333,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,Only One,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4690; sequence_match=0.3810,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,assigner,is applied to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5318; sequence_match=0.3158,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.7
ObjectProperty,inheritRelation,has constraint applied to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2273; semantic=0.4705; sequence_match=0.2703,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
ObjectProperty,permission,resolves conflict with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.5058; sequence_match=0.3333,False,0.4599,False,top-3 avg score 0.4599 < final_threshold 0.7
ObjectProperty,assignee,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2222; semantic=0.5036; sequence_match=0.3077,False,0.4596,False,top-3 avg score 0.4596 < final_threshold 0.7
ObjectProperty,action,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.4978; sequence_match=0.3333,False,0.4591,False,top-3 avg score 0.4591 < final_threshold 0.7
ObjectProperty,operator,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,prohibition,applies to,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.4904; sequence_match=0.2000,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.7
ObjectProperty,relation,resolves conflict with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.4359; sequence_match=0.3571,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,assigner,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5573; sequence_match=0.2353,False,0.454,False,top-3 avg score 0.4540 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint applied to,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.5626; sequence_match=0.2424,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.7
ObjectProperty,assignee,is applied to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5071; sequence_match=0.3158,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.7
ObjectProperty,assigner,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4265; sequence_match=0.3478,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.7
ObjectProperty,remedy,resolves conflict with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.5791; sequence_match=0.2308,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.7
