prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasColor,has color,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasVintageYear,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6640; levenshtein=0.2857; semantic=0.5067; sequence_match=0.4348,False,0.5352,False,top-3 avg score 0.5352 < final_threshold 0.7
ObjectProperty,hasSugar,has wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.5859; sequence_match=0.4000,False,0.529,False,top-3 avg score 0.5290 < final_threshold 0.7
ObjectProperty,hasFlavor,has wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.3333; semantic=0.6195; sequence_match=0.3750,False,0.5273,False,top-3 avg score 0.5273 < final_threshold 0.7
ObjectProperty,hasColor,has grape variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.2667; semantic=0.6354; sequence_match=0.3478,False,0.524,False,top-3 avg score 0.5240 < final_threshold 0.7
ObjectProperty,hasFlavor,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.4444; semantic=0.4978; sequence_match=0.4444,False,0.524,False,top-3 avg score 0.5240 < final_threshold 0.7
ObjectProperty,hasSugar,has region,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6481; levenshtein=0.4444; semantic=0.4192; sequence_match=0.4706,False,0.5211,False,top-3 avg score 0.5211 < final_threshold 0.7
ObjectProperty,locatedIn,has wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5164; sequence_match=0.3750,False,0.4934,False,top-3 avg score 0.4934 < final_threshold 0.7
ObjectProperty,hasBody,has grape variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5429; levenshtein=0.2667; semantic=0.5476; sequence_match=0.3636,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6176; levenshtein=0.3529; semantic=0.4234; sequence_match=0.3846,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,locatedIn,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2222; semantic=0.5409; sequence_match=0.2222,False,0.4643,False,top-3 avg score 0.4643 < final_threshold 0.7
ObjectProperty,madeFromGrape,has wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.6844; sequence_match=0.2000,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.7
ObjectProperty,locatedIn,has color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.5426; sequence_match=0.2353,False,0.4121,False,top-3 avg score 0.4121 < final_threshold 0.7
ObjectProperty,madeFromGrape,has color,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.5322; sequence_match=0.1905,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.7
ObjectProperty,locatedIn,has grape variety,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.4638; sequence_match=0.1667,False,0.3916,False,top-3 avg score 0.3916 < final_threshold 0.7
ObjectProperty,madeFromGrape,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.2308; semantic=0.3639; sequence_match=0.2727,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
DatatypeProperty,yearValue,has vintage year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5767; levenshtein=0.2143; semantic=0.6890; sequence_match=0.3478,False,0.5379,False,top-3 avg score 0.5379 < final_threshold 0.7
DatatypeProperty,yearValue,has profile year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5767; levenshtein=0.2143; semantic=0.6023; sequence_match=0.3478,False,0.5089,False,top-3 avg score 0.5089 < final_threshold 0.7
DatatypeProperty,yearValue,has price,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5841; sequence_match=0.1176,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.7
DatatypeProperty,yearValue,has bouquet,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5073; sequence_match=0.3158,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
DatatypeProperty,yearValue,has alcohol content,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5599; levenshtein=0.1765; semantic=0.4788; sequence_match=0.3077,False,0.4488,False,top-3 avg score 0.4488 < final_threshold 0.7
DatatypeProperty,yearValue,has quality rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.1250; semantic=0.5349; sequence_match=0.2400,False,0.4436,False,top-3 avg score 0.4436 < final_threshold 0.7
DatatypeProperty,yearValue,has profile body,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5767; levenshtein=0.1429; semantic=0.4080; sequence_match=0.0870,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.7
DatatypeProperty,yearValue,has sweetness level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3932; levenshtein=0.1765; semantic=0.4610; sequence_match=0.2308,False,0.3617,False,top-3 avg score 0.3617 < final_threshold 0.7
DatatypeProperty,yearValue,has acidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.4306; sequence_match=0.1053,False,0.3366,False,top-3 avg score 0.3366 < final_threshold 0.7
DatatypeProperty,yearValue,has body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4624; sequence_match=0.1250,False,0.3351,False,top-3 avg score 0.3351 < final_threshold 0.7
