prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasVintageYear,has vintage year,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,madeFromGrape,made from grape,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasVintageYear,is vintage year of,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7746; levenshtein=0.7333; semantic=0.9233; sequence_match=0.8276,False,0.8418,False,gold already mapped to 'has vintage year'
ObjectProperty,hasBody,has characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5350; levenshtein=0.1765; semantic=0.6439; sequence_match=0.2500,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.7
ObjectProperty,locatedIn,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.4808; sequence_match=0.3846,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.7
ObjectProperty,hasFlavor,made from grape,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5460; sequence_match=0.2727,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,hasColor,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5009; levenshtein=0.2222; semantic=0.5124; sequence_match=0.3846,False,0.466,False,top-3 avg score 0.4660 < final_threshold 0.7
ObjectProperty,hasSugar,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5676; sequence_match=0.2857,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,hasSugar,is vintage year of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4386; sequence_match=0.3478,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,is grape of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4766; levenshtein=0.2941; semantic=0.5956; sequence_match=0.2308,False,0.4554,False,top-3 avg score 0.4554 < final_threshold 0.7
ObjectProperty,locatedIn,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2778; semantic=0.4996; sequence_match=0.3704,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,hasVintageYear,is grape of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5245; sequence_match=0.1739,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.7
ObjectProperty,hasVintageYear,is characteristic of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1111; semantic=0.5016; sequence_match=0.2500,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
ObjectProperty,hasFlavor,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.5177; sequence_match=0.2963,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.7
ObjectProperty,hasFlavor,is vintage year of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5778; levenshtein=0.2000; semantic=0.5043; sequence_match=0.1667,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,locatedIn,has vintage year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5042; levenshtein=0.1429; semantic=0.5152; sequence_match=0.2609,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
ObjectProperty,madeFromGrape,is vintage year of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.0667; semantic=0.4848; sequence_match=0.2857,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,hasVintageYear,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5305; sequence_match=0.2222,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,madeFromGrape,has vintage year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5305; sequence_match=0.2222,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,hasColor,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.5322; sequence_match=0.2857,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,hasBody,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4838; sequence_match=0.3200,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.7
ObjectProperty,locatedIn,made from grape,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.0000; semantic=0.4416; sequence_match=0.2727,False,0.405,False,top-3 avg score 0.4050 < final_threshold 0.7
ObjectProperty,hasColor,is grape of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5087; sequence_match=0.2353,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.7
ObjectProperty,madeFromGrape,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4929; levenshtein=0.1765; semantic=0.4419; sequence_match=0.2667,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,hasBody,is grape of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.4522; sequence_match=0.2500,False,0.3928,False,top-3 avg score 0.3928 < final_threshold 0.7
ObjectProperty,hasFlavor,is grape of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.2222; semantic=0.4903; sequence_match=0.2222,False,0.3856,False,top-3 avg score 0.3856 < final_threshold 0.7
ObjectProperty,hasSugar,is characteristic of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5009; levenshtein=0.1667; semantic=0.4179; sequence_match=0.2308,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.7
ObjectProperty,hasColor,is vintage year of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.5569; sequence_match=0.1739,False,0.3816,False,top-3 avg score 0.3816 < final_threshold 0.7
ObjectProperty,locatedIn,is vintage year of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4963; levenshtein=0.1333; semantic=0.4765; sequence_match=0.1667,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.7
ObjectProperty,hasBody,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4652; sequence_match=0.2000,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.7
ObjectProperty,hasBody,is vintage year of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.0667; semantic=0.4918; sequence_match=0.1818,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.7
ObjectProperty,madeFromGrape,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4208; levenshtein=0.1111; semantic=0.4260; sequence_match=0.2581,False,0.3683,False,top-3 avg score 0.3683 < final_threshold 0.7
ObjectProperty,locatedIn,is grape of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4817; sequence_match=0.1111,False,0.3581,False,top-3 avg score 0.3581 < final_threshold 0.7
ObjectProperty,hasSugar,is grape of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.4822; sequence_match=0.1176,False,0.3527,False,top-3 avg score 0.3527 < final_threshold 0.7
DatatypeProperty,yearValue,vintage quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.5544; sequence_match=0.2609,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.7
