prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,has declared status,has feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8006; levenshtein=0.3529; semantic=0.4151; sequence_match=0.5185,False,0.5781,False,top-3 avg score 0.5781 < final_threshold 0.7
ObjectProperty,has interface,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.6129; sequence_match=0.4545,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.7
ObjectProperty,is alternative format of,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,is encoded in,implemented in,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6773; levenshtein=0.4615; semantic=0.4160; sequence_match=0.5833,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
ObjectProperty,is developed by,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6828; sequence_match=0.4545,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.7
ObjectProperty,has output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.5274; sequence_match=0.5000,False,0.5721,False,top-3 avg score 0.5721 < final_threshold 0.7
ObjectProperty,is alternative format of,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,uses platform,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,uses platform,has output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,has format specification,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5523; levenshtein=0.2273; semantic=0.7381; sequence_match=0.4000,False,0.5635,False,top-3 avg score 0.5635 < final_threshold 0.7
ObjectProperty,has interface,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,has format specification,can export to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5945; levenshtein=0.1818; semantic=0.7175; sequence_match=0.3590,False,0.557,False,top-3 avg score 0.5570 < final_threshold 0.7
ObjectProperty,implements,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.3125; semantic=0.5986; sequence_match=0.4615,False,0.5543,False,top-3 avg score 0.5543 < final_threshold 0.7
ObjectProperty,uses platform,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.0000; semantic=0.5593; sequence_match=0.4167,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,has specified data output,supports data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.7143; sequence_match=0.3529,False,0.5536,False,top-3 avg score 0.5536 < final_threshold 0.7
ObjectProperty,has clause,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.6198; sequence_match=0.4211,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.7
ObjectProperty,has input,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.5690; sequence_match=0.4444,False,0.5517,False,top-3 avg score 0.5517 < final_threshold 0.7
ObjectProperty,has function,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has interface,version has feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7072; levenshtein=0.3529; semantic=0.5867; sequence_match=0.3448,False,0.549,False,top-3 avg score 0.5490 < final_threshold 0.7
ObjectProperty,has output,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.6038; sequence_match=0.4211,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.7
ObjectProperty,has format specification,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2727; semantic=0.5358; sequence_match=0.4324,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,has specified data output,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6586; levenshtein=0.3636; semantic=0.5385; sequence_match=0.4375,False,0.5449,False,top-3 avg score 0.5449 < final_threshold 0.7
ObjectProperty,has specified data input,supports data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5437; levenshtein=0.2857; semantic=0.7199; sequence_match=0.3636,False,0.5424,False,top-3 avg score 0.5424 < final_threshold 0.7
ObjectProperty,has specified data input,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5283; sequence_match=0.4516,False,0.5412,False,top-3 avg score 0.5412 < final_threshold 0.7
ObjectProperty,has format specification,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3182; semantic=0.5056; sequence_match=0.4375,False,0.5409,False,top-3 avg score 0.5409 < final_threshold 0.7
ObjectProperty,has function,has output format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has specified data output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,has clause,version has feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5621; levenshtein=0.3529; semantic=0.5665; sequence_match=0.4615,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,implements,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,uses platform,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5444; sequence_match=0.4545,False,0.5293,False,top-3 avg score 0.5293 < final_threshold 0.7
ObjectProperty,uses platform,supports data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.1667; semantic=0.5942; sequence_match=0.3333,False,0.5268,False,top-3 avg score 0.5268 < final_threshold 0.7
ObjectProperty,has function,version has feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5660; levenshtein=0.2353; semantic=0.6504; sequence_match=0.3571,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,has output,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6060; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,has version,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5403; sequence_match=0.3333,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,has clause,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3333; semantic=0.4993; sequence_match=0.4167,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,has specified data input,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.5230; sequence_match=0.3871,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,uses software,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.2857; semantic=0.5037; sequence_match=0.3846,False,0.5117,False,top-3 avg score 0.5117 < final_threshold 0.7
ObjectProperty,uses software,has feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6659; levenshtein=0.3333; semantic=0.5344; sequence_match=0.2727,False,0.5112,False,top-3 avg score 0.5112 < final_threshold 0.7
ObjectProperty,has license,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5213; sequence_match=0.4000,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has specified data output,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6251; levenshtein=0.2727; semantic=0.5316; sequence_match=0.3750,False,0.5106,False,top-3 avg score 0.5106 < final_threshold 0.7
ObjectProperty,is software for,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.2308; semantic=0.4637; sequence_match=0.4348,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,has license,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6319; levenshtein=0.2353; semantic=0.5233; sequence_match=0.3704,False,0.5085,False,top-3 avg score 0.5085 < final_threshold 0.7
ObjectProperty,is software for,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6665; levenshtein=0.2353; semantic=0.4542; sequence_match=0.4000,False,0.5069,False,top-3 avg score 0.5069 < final_threshold 0.7
ObjectProperty,has declared status,has version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6510; levenshtein=0.3529; semantic=0.4203; sequence_match=0.4444,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,has format specification,supports data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6086; levenshtein=0.2727; semantic=0.5490; sequence_match=0.3529,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,is developed by,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.3077; semantic=0.5404; sequence_match=0.3846,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,uses platform,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6291; levenshtein=0.2353; semantic=0.5262; sequence_match=0.3448,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
ObjectProperty,has specified data input,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5560; sequence_match=0.3889,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.7
ObjectProperty,has function,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.3333; semantic=0.5215; sequence_match=0.3846,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.7
ObjectProperty,has license,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.4617; sequence_match=0.4167,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,uses platform,can export to format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5874; levenshtein=0.4118; semantic=0.4214; sequence_match=0.4828,False,0.4972,False,top-3 avg score 0.4972 < final_threshold 0.7
ObjectProperty,has declared status,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.3529; semantic=0.4450; sequence_match=0.3704,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.7
ObjectProperty,has version,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2667; semantic=0.5396; sequence_match=0.3200,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.7
ObjectProperty,is software for,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.3571; semantic=0.4543; sequence_match=0.4444,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.7
ObjectProperty,has specified data input,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6327; levenshtein=0.1429; semantic=0.4792; sequence_match=0.3684,False,0.4934,False,top-3 avg score 0.4934 < final_threshold 0.7
ObjectProperty,has specified data output,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6248; levenshtein=0.1818; semantic=0.4946; sequence_match=0.3590,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.7
ObjectProperty,uses software,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.5394; sequence_match=0.3636,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,has format specification,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6383; levenshtein=0.2727; semantic=0.4656; sequence_match=0.3684,False,0.4908,False,top-3 avg score 0.4908 < final_threshold 0.7
ObjectProperty,is alternative format of,runs on platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.3827; sequence_match=0.4571,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.7
ObjectProperty,has output,can export to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5499; levenshtein=0.2353; semantic=0.6123; sequence_match=0.3077,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.7
ObjectProperty,has interface,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5800; sequence_match=0.3333,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,has specified data output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6535; levenshtein=0.3182; semantic=0.4910; sequence_match=0.3243,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,uses platform,can read format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5644; levenshtein=0.3077; semantic=0.4243; sequence_match=0.4800,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,uses software,supports data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2500; semantic=0.5515; sequence_match=0.3333,False,0.4881,False,top-3 avg score 0.4881 < final_threshold 0.7
ObjectProperty,has interface,can export to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.1765; semantic=0.5019; sequence_match=0.3448,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.7
ObjectProperty,has output,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6033; sequence_match=0.3158,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,has declared status,has software type,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6728; levenshtein=0.3529; semantic=0.3318; sequence_match=0.4375,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,has input,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.5047; sequence_match=0.3636,False,0.4875,False,top-3 avg score 0.4875 < final_threshold 0.7
ObjectProperty,has specified data input,has software type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6615; levenshtein=0.3333; semantic=0.4669; sequence_match=0.3333,False,0.4873,False,top-3 avg score 0.4873 < final_threshold 0.7
ObjectProperty,has function,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.5713; sequence_match=0.3333,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.7
ObjectProperty,has declared status,version has feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6588; levenshtein=0.1765; semantic=0.3885; sequence_match=0.4118,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.7
ObjectProperty,has output,supports data,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.5957; sequence_match=0.1905,False,0.4856,False,top-3 avg score 0.4856 < final_threshold 0.7
ObjectProperty,has specified data output,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.5031; sequence_match=0.3125,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,uses platform,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.5564; sequence_match=0.3636,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,has format specification,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.2727; semantic=0.4702; sequence_match=0.3529,False,0.4842,False,top-3 avg score 0.4842 < final_threshold 0.7
ObjectProperty,has specified data input,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2857; semantic=0.4851; sequence_match=0.3226,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,has input,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2667; semantic=0.5144; sequence_match=0.3478,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.7
ObjectProperty,has format specification,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5945; levenshtein=0.2727; semantic=0.4976; sequence_match=0.3590,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.7
ObjectProperty,is encoded in,is compatible with,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5846; levenshtein=0.2500; semantic=0.4166; sequence_match=0.4444,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,has format specification,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2273; semantic=0.4923; sequence_match=0.3750,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,has version,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.5730; sequence_match=0.3200,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.7
ObjectProperty,is software for,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5634; levenshtein=0.3125; semantic=0.5272; sequence_match=0.3448,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.7
ObjectProperty,has input,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.2353; semantic=0.5231; sequence_match=0.3200,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,is software for,can read format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5299; levenshtein=0.0769; semantic=0.4373; sequence_match=0.4615,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.7
ObjectProperty,has clause,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2667; semantic=0.5233; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,uses software,version has feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6117; levenshtein=0.2941; semantic=0.5204; sequence_match=0.2069,False,0.4754,False,top-3 avg score 0.4754 < final_threshold 0.7
ObjectProperty,is software for,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.3333; semantic=0.4673; sequence_match=0.4286,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.7
ObjectProperty,implements,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.6399; sequence_match=0.2727,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.7
