prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,eats,eats,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is-part-of,is part of,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,eaten-by,performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.5387; sequence_match=0.4444,False,0.5427,False,top-3 avg score 0.5427 < final_threshold 0.7
ObjectProperty,is-proper-part-of,consumes part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.3571; semantic=0.5766; sequence_match=0.4615,False,0.5299,False,top-3 avg score 0.5299 < final_threshold 0.7
ObjectProperty,eats,targets plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2500; semantic=0.4292; sequence_match=0.3750,False,0.4995,False,top-3 avg score 0.4995 < final_threshold 0.7
ObjectProperty,has-part,eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.5361; sequence_match=0.3636,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.7
ObjectProperty,eats,consumes part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5774; sequence_match=0.3750,False,0.4656,False,top-3 avg score 0.4656 < final_threshold 0.7
ObjectProperty,eats,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.4611; sequence_match=0.3333,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.7
ObjectProperty,is-part-of,consumes part,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3056; levenshtein=0.2500; semantic=0.5725; sequence_match=0.5000,False,0.4593,False,top-3 avg score 0.4593 < final_threshold 0.7
ObjectProperty,is-part-of,targets plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.4014; sequence_match=0.4000,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,has-part,eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.4173; sequence_match=0.3529,False,0.448,False,top-3 avg score 0.4480 < final_threshold 0.7
ObjectProperty,is-part-of,eatsPlant,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.3866; sequence_match=0.4706,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.7
ObjectProperty,is-part-of,eats,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.4611; sequence_match=0.1667,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.7
ObjectProperty,is-part-of,performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.4449; sequence_match=0.3158,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eatsPlant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.3697; sequence_match=0.3478,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,is-proper-part-of,performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.1429; semantic=0.4156; sequence_match=0.3200,False,0.4243,False,top-3 avg score 0.4243 < final_threshold 0.7
ObjectProperty,eaten-by,consumes part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.6004; sequence_match=0.3158,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.7
ObjectProperty,eaten-by,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.4502; sequence_match=0.2667,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,has-part,performed by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5015; sequence_match=0.2222,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.7
ObjectProperty,eaten-by,targets plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.3974; sequence_match=0.3158,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,is-proper-part-of,targets plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.2143; semantic=0.3304; sequence_match=0.3077,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3810; levenshtein=0.2143; semantic=0.4414; sequence_match=0.1111,False,0.3455,False,top-3 avg score 0.3455 < final_threshold 0.7
ObjectProperty,is-part-of,eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.3466; sequence_match=0.2222,False,0.3387,False,top-3 avg score 0.3387 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4786; levenshtein=0.0714; semantic=0.3511; sequence_match=0.1667,False,0.3321,False,top-3 avg score 0.3321 < final_threshold 0.7
ObjectProperty,eats,performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.4097; sequence_match=0.1333,False,0.33,False,top-3 avg score 0.3300 < final_threshold 0.7
