prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,is measured by device,is measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8728; sequence_match=0.8000,False,0.8687,True,selected
ObjectProperty,hasGeometry,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.3636; semantic=0.5701; sequence_match=0.4545,False,0.5553,False,top-3 avg score 0.5553 < final_threshold 0.7
ObjectProperty,hasGeometry,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6364; levenshtein=0.3636; semantic=0.5692; sequence_match=0.4545,False,0.5534,False,top-3 avg score 0.5534 < final_threshold 0.7
ObjectProperty,hasGeometry,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6987; levenshtein=0.3889; semantic=0.4743; sequence_match=0.4828,False,0.5519,False,top-3 avg score 0.5519 < final_threshold 0.7
ObjectProperty,has period,has water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6467; levenshtein=0.3846; semantic=0.5476; sequence_match=0.4545,False,0.5496,False,top-3 avg score 0.5496 < final_threshold 0.7
ObjectProperty,has phenomenon time,has water meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6953; levenshtein=0.3529; semantic=0.3826; sequence_match=0.5333,False,0.5371,False,top-3 avg score 0.5371 < final_threshold 0.7
ObjectProperty,has period,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.4545; semantic=0.5043; sequence_match=0.5000,False,0.5359,False,top-3 avg score 0.5359 < final_threshold 0.7
ObjectProperty,applies to,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6370; levenshtein=0.2222; semantic=0.5215; sequence_match=0.4444,False,0.5343,False,top-3 avg score 0.5343 < final_threshold 0.7
ObjectProperty,has property,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6406; levenshtein=0.3889; semantic=0.4725; sequence_match=0.4828,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has measurement,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.3571; semantic=0.5179; sequence_match=0.4348,False,0.5301,False,top-3 avg score 0.5301 < final_threshold 0.7
ObjectProperty,isKPIOf,is actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5280; sequence_match=0.4211,False,0.528,False,top-3 avg score 0.5280 < final_threshold 0.7
ObjectProperty,has billing period,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.2778; semantic=0.5210; sequence_match=0.4118,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,hasGeometry,has tariff,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.4708; sequence_match=0.5000,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,hasGeometry,is water meter of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.3571; semantic=0.5186; sequence_match=0.4800,False,0.5226,False,top-3 avg score 0.5226 < final_threshold 0.7
ObjectProperty,hasGeometry,is measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.2500; semantic=0.5735; sequence_match=0.3478,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.7
ObjectProperty,has duration,location of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6515; levenshtein=0.2727; semantic=0.4377; sequence_match=0.4762,False,0.5218,False,top-3 avg score 0.5218 < final_threshold 0.7
ObjectProperty,has key performance indicator,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6382; levenshtein=0.3846; semantic=0.4251; sequence_match=0.5000,False,0.5211,False,top-3 avg score 0.5211 < final_threshold 0.7
ObjectProperty,has billing period,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6432; levenshtein=0.3125; semantic=0.5176; sequence_match=0.4000,False,0.5203,False,top-3 avg score 0.5203 < final_threshold 0.7
ObjectProperty,has duration,is temporal setting of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5730; levenshtein=0.2632; semantic=0.5829; sequence_match=0.4000,False,0.5187,False,top-3 avg score 0.5187 < final_threshold 0.7
ObjectProperty,has period,tariff of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4370; sequence_match=0.4706,False,0.5186,False,top-3 avg score 0.5186 < final_threshold 0.7
ObjectProperty,has duration,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5516; sequence_match=0.4000,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,makes measurement,has water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6035; levenshtein=0.3125; semantic=0.6013; sequence_match=0.3448,False,0.5165,False,top-3 avg score 0.5165 < final_threshold 0.7
ObjectProperty,has measurement,has water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6390; levenshtein=0.2941; semantic=0.5227; sequence_match=0.3871,False,0.5163,False,top-3 avg score 0.5163 < final_threshold 0.7
ObjectProperty,has property,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.5435; sequence_match=0.4000,False,0.5154,False,top-3 avg score 0.5154 < final_threshold 0.7
ObjectProperty,makes measurement,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.4721; sequence_match=0.4667,False,0.5153,False,top-3 avg score 0.5153 < final_threshold 0.7
ObjectProperty,has phenomenon time,is temporal setting of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6208; levenshtein=0.1579; semantic=0.6468; sequence_match=0.2778,False,0.5151,False,top-3 avg score 0.5151 < final_threshold 0.7
ObjectProperty,has property,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.2727; semantic=0.5374; sequence_match=0.3636,False,0.5142,False,top-3 avg score 0.5142 < final_threshold 0.7
ObjectProperty,hasGeometry,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.5684; sequence_match=0.3810,False,0.5124,False,top-3 avg score 0.5124 < final_threshold 0.7
ObjectProperty,applies to,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.5313; sequence_match=0.4348,False,0.5123,False,top-3 avg score 0.5123 < final_threshold 0.7
ObjectProperty,has key performance indicator,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5400; levenshtein=0.3462; semantic=0.5093; sequence_match=0.4865,False,0.5119,False,top-3 avg score 0.5119 < final_threshold 0.7
ObjectProperty,has measurement,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.2857; semantic=0.5316; sequence_match=0.4000,False,0.5113,False,top-3 avg score 0.5113 < final_threshold 0.7
ObjectProperty,has key performance indicator,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6347; levenshtein=0.2692; semantic=0.5549; sequence_match=0.3429,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has property,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.1818; semantic=0.6935; sequence_match=0.3000,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
ObjectProperty,has property,comprises asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6025; levenshtein=0.2143; semantic=0.6077; sequence_match=0.3200,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
ObjectProperty,has period,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5233; sequence_match=0.4000,False,0.5087,False,top-3 avg score 0.5087 < final_threshold 0.7
ObjectProperty,applies to,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.2727; semantic=0.4923; sequence_match=0.4000,False,0.5062,False,top-3 avg score 0.5062 < final_threshold 0.7
ObjectProperty,has duration,has water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.4716; sequence_match=0.4167,False,0.5006,False,top-3 avg score 0.5006 < final_threshold 0.7
ObjectProperty,has period,is temporal setting of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.2105; semantic=0.5673; sequence_match=0.3571,False,0.499,False,top-3 avg score 0.4990 < final_threshold 0.7
ObjectProperty,makes measurement,has sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5560; levenshtein=0.3125; semantic=0.6186; sequence_match=0.3200,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,applies to,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.4912; sequence_match=0.4000,False,0.498,False,top-3 avg score 0.4980 < final_threshold 0.7
ObjectProperty,has period,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.3333; semantic=0.5018; sequence_match=0.4444,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,has phenomenon time,has location,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6493; levenshtein=0.3529; semantic=0.4116; sequence_match=0.4286,False,0.4965,False,top-3 avg score 0.4965 < final_threshold 0.7
ObjectProperty,applies to,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.4975; sequence_match=0.4444,False,0.4961,False,top-3 avg score 0.4961 < final_threshold 0.7
ObjectProperty,has duration,is actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5970; levenshtein=0.3333; semantic=0.4509; sequence_match=0.4348,False,0.4942,False,top-3 avg score 0.4942 < final_threshold 0.7
ObjectProperty,has key performance indicator,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5950; levenshtein=0.2692; semantic=0.4537; sequence_match=0.4324,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.7
ObjectProperty,makes measurement,is water meter of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5655; levenshtein=0.1875; semantic=0.5796; sequence_match=0.3333,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.7
ObjectProperty,has period,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.5210; sequence_match=0.4211,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.7
ObjectProperty,applies to,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.5199; sequence_match=0.4211,False,0.4908,False,top-3 avg score 0.4908 < final_threshold 0.7
ObjectProperty,hasGeometry,has water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.2941; semantic=0.4664; sequence_match=0.4286,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.7
ObjectProperty,has billing period,has location,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5960; levenshtein=0.3750; semantic=0.4316; sequence_match=0.4444,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.7
ObjectProperty,has billing period,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.3125; semantic=0.5146; sequence_match=0.4000,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.7
ObjectProperty,hasGeometry,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.5336; sequence_match=0.4000,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,is measured by device,is water meter of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6303; levenshtein=0.2778; semantic=0.5257; sequence_match=0.3125,False,0.4895,False,top-3 avg score 0.4895 < final_threshold 0.7
ObjectProperty,has period,is measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1667; semantic=0.4850; sequence_match=0.3810,False,0.4856,False,top-3 avg score 0.4856 < final_threshold 0.7
ObjectProperty,has key performance indicator,has water meter,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6513; levenshtein=0.3462; semantic=0.4583; sequence_match=0.3077,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,is measured by device,is sensor of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5259; levenshtein=0.2778; semantic=0.5726; sequence_match=0.3571,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,has billing period,has water indicator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6377; levenshtein=0.3529; semantic=0.3918; sequence_match=0.4242,False,0.4846,False,top-3 avg score 0.4846 < final_threshold 0.7
ObjectProperty,has measurement,is water meter of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5893; levenshtein=0.2143; semantic=0.5752; sequence_match=0.2857,False,0.4834,False,top-3 avg score 0.4834 < final_threshold 0.7
ObjectProperty,has phenomenon time,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2353; semantic=0.4807; sequence_match=0.3704,False,0.483,False,top-3 avg score 0.4830 < final_threshold 0.7
ObjectProperty,has billing period,is temporal setting of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1579; semantic=0.4999; sequence_match=0.3429,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
ObjectProperty,has period,is water meter of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.5082; sequence_match=0.3478,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.7
ObjectProperty,isKPIOf,is temporal setting of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5940; levenshtein=0.3158; semantic=0.3872; sequence_match=0.4615,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.7
ObjectProperty,applies to,tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5168; sequence_match=0.3529,False,0.4797,False,top-3 avg score 0.4797 < final_threshold 0.7
ObjectProperty,has property,has water indicator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5772; levenshtein=0.2941; semantic=0.4236; sequence_match=0.4286,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.7
ObjectProperty,has billing period,has water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5657; levenshtein=0.3125; semantic=0.5123; sequence_match=0.3448,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,is measured by device,has water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5967; levenshtein=0.1111; semantic=0.4832; sequence_match=0.3429,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,has measurement,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.1429; semantic=0.5055; sequence_match=0.2857,False,0.474,False,top-3 avg score 0.4740 < final_threshold 0.7
ObjectProperty,applies to,measures indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4738; sequence_match=0.3846,False,0.4735,False,top-3 avg score 0.4735 < final_threshold 0.7
ObjectProperty,has key performance indicator,is temporal setting of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5999; levenshtein=0.3462; semantic=0.3752; sequence_match=0.4444,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
ObjectProperty,hasGeometry,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.0714; semantic=0.5219; sequence_match=0.3200,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.7
ObjectProperty,applies to,is water meter of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4708; sequence_match=0.3478,False,0.4686,False,top-3 avg score 0.4686 < final_threshold 0.7
ObjectProperty,has property,is measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.2500; semantic=0.4786; sequence_match=0.4348,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.7
ObjectProperty,is measured by device,is actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.1667; semantic=0.4969; sequence_match=0.3333,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.7
ObjectProperty,has duration,tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.4246; sequence_match=0.4211,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.7
ObjectProperty,has measurement,is sensor of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.2857; semantic=0.5812; sequence_match=0.3333,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.7
ObjectProperty,makes measurement,has water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5688; levenshtein=0.1176; semantic=0.5211; sequence_match=0.3030,False,0.4643,False,top-3 avg score 0.4643 < final_threshold 0.7
ObjectProperty,isKPIOf,is water meter of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.2857; semantic=0.5355; sequence_match=0.3810,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.7
ObjectProperty,has duration,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2727; semantic=0.4707; sequence_match=0.4000,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,makes measurement,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.2222; semantic=0.4078; sequence_match=0.3529,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,measurement made by,has water meter,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5703; levenshtein=0.2941; semantic=0.5228; sequence_match=0.2000,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,has phenomenon time,has water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6054; levenshtein=0.2353; semantic=0.4275; sequence_match=0.3529,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,makes measurement,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5846; levenshtein=0.1875; semantic=0.5047; sequence_match=0.2963,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,has duration,is measured by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5517; sequence_match=0.3478,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.7
ObjectProperty,applies to,is actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1667; semantic=0.5054; sequence_match=0.2857,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.7
ObjectProperty,hasGeometry,measures indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.2353; semantic=0.4846; sequence_match=0.3571,False,0.4605,False,top-3 avg score 0.4605 < final_threshold 0.7
ObjectProperty,isKPIOf,has tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.3333; semantic=0.4594; sequence_match=0.2500,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,feature is measured by device,has water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6231; levenshtein=0.2000; semantic=0.4362; sequence_match=0.3158,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.7
