gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Water,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8476; levenshtein=0.2381; semantic=0.7067; sequence_match=0.3846,False,0.6463,False,gold already mapped to 'Water'
Time-based tariff,Meter Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7111; levenshtein=0.3125; semantic=0.6424; sequence_match=0.5806,False,0.6447,False,pred already taken by 'Meter' (higher averaged score)
Meter,Water,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7333; levenshtein=0.6000; semantic=0.5987; sequence_match=0.6000,False,0.6444,False,gold already mapped to 'Meter Tariff Usage'
Water property,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6647; levenshtein=0.5000; semantic=0.6233; sequence_match=0.6207,False,0.6362,False,gold already mapped to 'Water Physical Property'
Acceptability property,Water Physical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7554; levenshtein=0.4762; semantic=0.5638; sequence_match=0.5714,False,0.6302,False,pred already taken by 'Water property' (higher averaged score)
Acceptability property,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7044; levenshtein=0.5238; semantic=0.6355; sequence_match=0.5405,False,0.6268,False,gold already mapped to 'Physical Property'
Meter,Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6379; levenshtein=0.2727; semantic=0.8363; sequence_match=0.3750,False,0.6164,False,gold already mapped to 'Meter Tariff Usage'
Water asset,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6853; levenshtein=0.3810; semantic=0.6280; sequence_match=0.5161,False,0.6098,False,gold already mapped to 'Asset'
Time-based tariff,Tariff,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4556; levenshtein=0.4000; semantic=0.7982; sequence_match=0.5714,False,0.6084,False,pred already taken by 'Tariff' (higher averaged score)
Measurement,Unit of Measure,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4738; levenshtein=0.2308; semantic=0.7594; sequence_match=0.5833,False,0.6055,False,gold already mapped to 'Measurement'
Water,Water Distribution Infrastructure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8323; levenshtein=0.1613; semantic=0.6982; sequence_match=0.2778,False,0.6027,False,gold already mapped to 'Water'
Water asset,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2581; semantic=0.7522; sequence_match=0.3902,False,0.5948,False,top-3 avg score 0.5948 < final_threshold 0.6
Water infrastructure,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.3684; semantic=0.6947; sequence_match=0.4138,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.6
Water property,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6873; levenshtein=0.4286; semantic=0.6054; sequence_match=0.4444,False,0.579,False,top-3 avg score 0.5790 < final_threshold 0.6
Actuator,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.3571; semantic=0.5614; sequence_match=0.5455,False,0.574,False,top-3 avg score 0.5740 < final_threshold 0.6
Water meter,Meter Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6727; levenshtein=0.1875; semantic=0.6566; sequence_match=0.3846,False,0.5713,False,top-3 avg score 0.5713 < final_threshold 0.6
Actuator,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Water,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Temporal entity,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7032; levenshtein=0.3125; semantic=0.4964; sequence_match=0.4667,False,0.5554,False,top-3 avg score 0.5554 < final_threshold 0.6
Key Performance Indicator,Indicator Definition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.2609; semantic=0.5796; sequence_match=0.4286,False,0.5518,False,top-3 avg score 0.5518 < final_threshold 0.6
Water infrastructure,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6652; levenshtein=0.3333; semantic=0.5837; sequence_match=0.4000,False,0.5496,False,top-3 avg score 0.5496 < final_threshold 0.6
Geometry,Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5921; sequence_match=0.4286,False,0.5486,False,top-3 avg score 0.5486 < final_threshold 0.6
Water asset,Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.4547; sequence_match=0.5600,False,0.5472,False,top-3 avg score 0.5472 < final_threshold 0.6
Geometry,Geographical Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.7183; sequence_match=0.3333,False,0.545,False,top-3 avg score 0.5450 < final_threshold 0.6
Geometry,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5750; levenshtein=0.4000; semantic=0.5012; sequence_match=0.5556,False,0.5439,False,top-3 avg score 0.5439 < final_threshold 0.6
Water meter,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.3333; semantic=0.5371; sequence_match=0.4516,False,0.5396,False,top-3 avg score 0.5396 < final_threshold 0.6
Water property,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5868; levenshtein=0.2903; semantic=0.6665; sequence_match=0.3636,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.6
Measurement,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6359; levenshtein=0.2727; semantic=0.6951; sequence_match=0.2857,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.6
Water meter,Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6359; levenshtein=0.2727; semantic=0.6951; sequence_match=0.2857,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.6
Meter,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.6659; sequence_match=0.3636,False,0.5358,False,top-3 avg score 0.5358 < final_threshold 0.6
Acceptability property,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6885; levenshtein=0.2857; semantic=0.5039; sequence_match=0.4138,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.6
Meter,Unit of Measure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5179; levenshtein=0.2308; semantic=0.7479; sequence_match=0.3333,False,0.5331,False,top-3 avg score 0.5331 < final_threshold 0.6
FeatureOfInterest,Measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6493; levenshtein=0.4118; semantic=0.4492; sequence_match=0.5000,False,0.5328,False,top-3 avg score 0.5328 < final_threshold 0.6
Water asset,Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.5106; sequence_match=0.4762,False,0.5303,False,top-3 avg score 0.5303 < final_threshold 0.6
Sensor,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.6329; sequence_match=0.3636,False,0.5285,False,top-3 avg score 0.5285 < final_threshold 0.6
Water meter,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2258; semantic=0.6490; sequence_match=0.2927,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.6
Temporal entity,Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6240; levenshtein=0.2500; semantic=0.5559; sequence_match=0.4000,False,0.5266,False,top-3 avg score 0.5266 < final_threshold 0.6
Water asset,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5975; sequence_match=0.3333,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.6
FeatureOfInterest,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7152; levenshtein=0.3529; semantic=0.4063; sequence_match=0.4444,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.6
Water asset,Meter Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6173; levenshtein=0.3125; semantic=0.4861; sequence_match=0.4615,False,0.5216,False,top-3 avg score 0.5216 < final_threshold 0.6
Time-based tariff,Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2667; semantic=0.4860; sequence_match=0.4000,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
Time-based tariff,Measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6534; levenshtein=0.2667; semantic=0.4443; sequence_match=0.4615,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.6
Water,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5567; sequence_match=0.4000,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.6
Acceptability property,Actuator Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6698; levenshtein=0.3333; semantic=0.4019; sequence_match=0.4848,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.6
Measurement,Meter Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.1875; semantic=0.5687; sequence_match=0.3704,False,0.5188,False,top-3 avg score 0.5188 < final_threshold 0.6
Sensor,Water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Water,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Water property,Actuator Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6357; levenshtein=0.2308; semantic=0.4363; sequence_match=0.4800,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.6
Measurement,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5131; levenshtein=0.3636; semantic=0.5350; sequence_match=0.5000,False,0.516,False,top-3 avg score 0.5160 < final_threshold 0.6
Measurement,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.7052; sequence_match=0.3529,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.6
Sensor,Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.7052; sequence_match=0.3529,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.6
Temporal entity,Sensor Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5905; levenshtein=0.2857; semantic=0.5299; sequence_match=0.4167,False,0.5123,False,top-3 avg score 0.5123 < final_threshold 0.6
Water infrastructure,Unit of Measure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6318; levenshtein=0.2632; semantic=0.4637; sequence_match=0.4375,False,0.511,False,top-3 avg score 0.5110 < final_threshold 0.6
Temporal entity,Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.3571; semantic=0.5133; sequence_match=0.4000,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.6
Water infrastructure,Meter Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6550; levenshtein=0.3158; semantic=0.4697; sequence_match=0.4000,False,0.5082,False,top-3 avg score 0.5082 < final_threshold 0.6
Water asset,Unit of Measure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6282; levenshtein=0.2308; semantic=0.4609; sequence_match=0.4348,False,0.508,False,top-3 avg score 0.5080 < final_threshold 0.6
Water property,Sensor Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.2308; semantic=0.4848; sequence_match=0.4348,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.6
Actuator,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
Sensor,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
Temporal entity,Water Physical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5968; levenshtein=0.3333; semantic=0.4516; sequence_match=0.4571,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.6
Geometry,Sensor Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5289; sequence_match=0.3333,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.6
Measurement,Sensor Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.2727; semantic=0.6036; sequence_match=0.3810,False,0.5009,False,top-3 avg score 0.5009 < final_threshold 0.6
Temporal duration,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.1875; semantic=0.4875; sequence_match=0.3750,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
Meter,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.0000; semantic=0.5543; sequence_match=0.3636,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.6
Time-based tariff,Temporal Setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.3333; semantic=0.5379; sequence_match=0.1333,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.6
Meter,Sensor Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.5679; sequence_match=0.4000,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.6
Water infrastructure,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2632; semantic=0.5535; sequence_match=0.3704,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
Actuator,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
Water meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
Tariff,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.5260; sequence_match=0.3636,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.6
Water,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.5260; sequence_match=0.3636,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.6
Water infrastructure,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6322; levenshtein=0.2105; semantic=0.5255; sequence_match=0.3200,False,0.4925,False,top-3 avg score 0.4925 < final_threshold 0.6
Actuator,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.6159; sequence_match=0.3077,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.6
Sensor,Water Indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.2857; semantic=0.6099; sequence_match=0.4000,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.6
Meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.6065; sequence_match=0.3077,False,0.4881,False,top-3 avg score 0.4881 < final_threshold 0.6
Temporal duration,Geographical Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5602; levenshtein=0.1875; semantic=0.4650; sequence_match=0.4375,False,0.4875,False,top-3 avg score 0.4875 < final_threshold 0.6
Geometry,Unit of Measure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.3077; semantic=0.5402; sequence_match=0.3810,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.6
ChemicalProperty,Geographical Area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4340; sequence_match=0.4375,False,0.4849,False,top-3 avg score 0.4849 < final_threshold 0.6
Temporal entity,Actuator Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.1429; semantic=0.4488; sequence_match=0.3846,False,0.4848,False,top-3 avg score 0.4848 < final_threshold 0.6
Temporal duration,Water Indicator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6798; levenshtein=0.3125; semantic=0.4598; sequence_match=0.2667,False,0.484,False,top-3 avg score 0.4840 < final_threshold 0.6
Temporal duration,Meter Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6500; levenshtein=0.1875; semantic=0.4239; sequence_match=0.3750,False,0.483,False,top-3 avg score 0.4830 < final_threshold 0.6
Geometry,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5208; levenshtein=0.2500; semantic=0.5102; sequence_match=0.4167,False,0.4826,False,top-3 avg score 0.4826 < final_threshold 0.6
Temporal entity,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.5718; sequence_match=0.3000,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.6
ChemicalProperty,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.1875; semantic=0.4088; sequence_match=0.3871,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.6
Temporal duration,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5856; levenshtein=0.2381; semantic=0.4742; sequence_match=0.3784,False,0.4794,False,top-3 avg score 0.4794 < final_threshold 0.6
Temporal duration,Actuator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6280; levenshtein=0.3125; semantic=0.4964; sequence_match=0.2500,False,0.479,False,top-3 avg score 0.4790 < final_threshold 0.6
FeatureOfInterest,Unit of Measure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6192; levenshtein=0.2353; semantic=0.4162; sequence_match=0.4000,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.6
Geometry,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2667; semantic=0.4794; sequence_match=0.3478,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.6
Temporal entity,Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2143; semantic=0.4576; sequence_match=0.3333,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.6
Measurement,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.0909; semantic=0.5638; sequence_match=0.3158,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.6
FeatureOfInterest,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5951; levenshtein=0.2353; semantic=0.4679; sequence_match=0.3636,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
Water infrastructure,Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5165; sequence_match=0.4000,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.6
Geometry,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5668; sequence_match=0.3077,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.6
Time-based tariff,Unit of Measure,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6329; levenshtein=0.1333; semantic=0.3619; sequence_match=0.4286,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.6
Temporal duration,Unit of Measure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5634; levenshtein=0.1250; semantic=0.5112; sequence_match=0.3448,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.6
Water meter,Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6270; levenshtein=0.2000; semantic=0.3924; sequence_match=0.4000,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.6
Key Performance Indicator,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.3043; semantic=0.4311; sequence_match=0.4211,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.6
FeatureOfInterest,Indicator Definition,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5566; levenshtein=0.2632; semantic=0.4181; sequence_match=0.4444,False,0.473,False,top-3 avg score 0.4730 < final_threshold 0.6
FeatureOfInterest,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5319; levenshtein=0.1176; semantic=0.4620; sequence_match=0.4242,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.6
Device,Physical Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5625; levenshtein=0.1875; semantic=0.5808; sequence_match=0.2727,False,0.472,False,top-3 avg score 0.4720 < final_threshold 0.6
Actuator,Unit of Measure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5365; levenshtein=0.2308; semantic=0.4983; sequence_match=0.3810,False,0.4719,False,top-3 avg score 0.4719 < final_threshold 0.6
