prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,lives in,lives in,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has game genre,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9083; levenshtein=0.6667; semantic=0.8370; sequence_match=0.8000,False,0.8484,True,selected
ObjectProperty,has feature,has genre,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8483; levenshtein=0.6000; semantic=0.5514; sequence_match=0.6667,False,0.705,False,pred already taken by 'has game genre'
ObjectProperty,is achievement in game,game has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6682; levenshtein=0.5000; semantic=0.7922; sequence_match=0.6341,False,0.6982,False,top-3 avg score 0.6982 < final_threshold 0.7
ObjectProperty,owns achievement,game has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6985; levenshtein=0.5455; semantic=0.7149; sequence_match=0.6486,False,0.6874,False,top-3 avg score 0.6874 < final_threshold 0.7
ObjectProperty,is achievement in game,player has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6694; levenshtein=0.3000; semantic=0.7648; sequence_match=0.6154,False,0.6832,False,top-3 avg score 0.6832 < final_threshold 0.7
ObjectProperty,has item,player has item,semantic+sequence_match+levenshtein,jaro_winkler=0.4799; levenshtein=0.5385; semantic=0.7951; sequence_match=0.7000,False,0.6778,False,top-3 avg score 0.6778 < final_threshold 0.7
ObjectProperty,has item,has friend,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8296; levenshtein=0.4444; semantic=0.5748; sequence_match=0.6250,False,0.6765,False,top-3 avg score 0.6765 < final_threshold 0.7
ObjectProperty,has item,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8167; levenshtein=0.4000; semantic=0.5931; sequence_match=0.5882,False,0.666,False,top-3 avg score 0.6660 < final_threshold 0.7
ObjectProperty,plays game,player has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8328; levenshtein=0.3500; semantic=0.5809; sequence_match=0.5517,False,0.6551,False,top-3 avg score 0.6551 < final_threshold 0.7
ObjectProperty,has game genre,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.3333; semantic=0.6653; sequence_match=0.5714,False,0.653,False,top-3 avg score 0.6530 < final_threshold 0.7
ObjectProperty,plays game,player has item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8759; levenshtein=0.4615; semantic=0.5258; sequence_match=0.5455,False,0.649,False,top-3 avg score 0.6490 < final_threshold 0.7
ObjectProperty,plays game,player has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8417; levenshtein=0.3889; semantic=0.5769; sequence_match=0.5185,False,0.6457,False,top-3 avg score 0.6457 < final_threshold 0.7
ObjectProperty,is character in game,usable in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6487; levenshtein=0.5294; semantic=0.6666; sequence_match=0.6207,False,0.6453,False,top-3 avg score 0.6453 < final_threshold 0.7
ObjectProperty,has playing area,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,has feature,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.4000; semantic=0.5878; sequence_match=0.5263,False,0.6447,False,top-3 avg score 0.6447 < final_threshold 0.7
ObjectProperty,plays game,game has playing area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6852; levenshtein=0.3889; semantic=0.6998; sequence_match=0.5185,False,0.6345,False,top-3 avg score 0.6345 < final_threshold 0.7
ObjectProperty,is session in game,usable in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6917; levenshtein=0.4667; semantic=0.5918; sequence_match=0.5926,False,0.6254,False,top-3 avg score 0.6254 < final_threshold 0.7
ObjectProperty,is friend with player,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.7202; sequence_match=0.5185,False,0.6219,False,top-3 avg score 0.6219 < final_threshold 0.7
ObjectProperty,has achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6762; levenshtein=0.3571; semantic=0.6892; sequence_match=0.5000,False,0.6218,False,top-3 avg score 0.6218 < final_threshold 0.7
ObjectProperty,has playing area,last played game,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6508; levenshtein=0.5714; semantic=0.4858; sequence_match=0.6429,False,0.6217,False,top-3 avg score 0.6217 < final_threshold 0.7
ObjectProperty,has playing area,has genre,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.4903; sequence_match=0.5455,False,0.6189,False,top-3 avg score 0.6189 < final_threshold 0.7
ObjectProperty,has achievement,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.4286; semantic=0.6360; sequence_match=0.5217,False,0.6187,False,top-3 avg score 0.6187 < final_threshold 0.7
ObjectProperty,has feature,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3000; semantic=0.6655; sequence_match=0.5000,False,0.6107,False,top-3 avg score 0.6107 < final_threshold 0.7
ObjectProperty,has item,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.3750; semantic=0.6007; sequence_match=0.5333,False,0.6082,False,top-3 avg score 0.6082 < final_threshold 0.7
ObjectProperty,has game genre,game has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6911; levenshtein=0.3333; semantic=0.6563; sequence_match=0.4667,False,0.6047,False,top-3 avg score 0.6047 < final_threshold 0.7
ObjectProperty,is leaderboard in game,usable in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6804; levenshtein=0.4737; semantic=0.5396; sequence_match=0.5806,False,0.6002,False,top-3 avg score 0.6002 < final_threshold 0.7
ObjectProperty,has character,has type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.6367; sequence_match=0.5263,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.7
ObjectProperty,is achievement in game,usable in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5931; levenshtein=0.4737; semantic=0.6239; sequence_match=0.5806,False,0.5992,False,top-3 avg score 0.5992 < final_threshold 0.7
ObjectProperty,has character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.6636; sequence_match=0.4762,False,0.5991,False,top-3 avg score 0.5991 < final_threshold 0.7
ObjectProperty,plays game,usable in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6442; levenshtein=0.4167; semantic=0.6684; sequence_match=0.4762,False,0.5963,False,top-3 avg score 0.5963 < final_threshold 0.7
ObjectProperty,owns item,game has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5598; levenshtein=0.4545; semantic=0.6991; sequence_match=0.5263,False,0.5951,False,top-3 avg score 0.5951 < final_threshold 0.7
ObjectProperty,has feature,has type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6082; sequence_match=0.4706,False,0.5932,False,top-3 avg score 0.5932 < final_threshold 0.7
ObjectProperty,has character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.4167; semantic=0.5926; sequence_match=0.5000,False,0.591,False,top-3 avg score 0.5910 < final_threshold 0.7
ObjectProperty,has playing area,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.3571; semantic=0.4998; sequence_match=0.4762,False,0.5902,False,top-3 avg score 0.5902 < final_threshold 0.7
ObjectProperty,has game genre,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6730; levenshtein=0.2500; semantic=0.6611; sequence_match=0.4348,False,0.5896,False,top-3 avg score 0.5896 < final_threshold 0.7
ObjectProperty,has achievement,player has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7383; levenshtein=0.3889; semantic=0.5200; sequence_match=0.5000,False,0.5861,False,top-3 avg score 0.5861 < final_threshold 0.7
ObjectProperty,has character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.6644; sequence_match=0.4545,False,0.5859,False,top-3 avg score 0.5859 < final_threshold 0.7
ObjectProperty,has game genre,game has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6293; levenshtein=0.3182; semantic=0.7152; sequence_match=0.4118,False,0.5854,False,top-3 avg score 0.5854 < final_threshold 0.7
ObjectProperty,owns item,player has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.3846; semantic=0.7376; sequence_match=0.4762,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.7
ObjectProperty,has game genre,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.3571; semantic=0.6248; sequence_match=0.4615,False,0.5764,False,top-3 avg score 0.5764 < final_threshold 0.7
ObjectProperty,has game genre,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6630; levenshtein=0.2778; semantic=0.6626; sequence_match=0.4000,False,0.5752,False,top-3 avg score 0.5752 < final_threshold 0.7
ObjectProperty,is player in session,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6295; levenshtein=0.4118; semantic=0.5525; sequence_match=0.5333,False,0.5718,False,top-3 avg score 0.5718 < final_threshold 0.7
ObjectProperty,has achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.5840; sequence_match=0.4545,False,0.5664,False,top-3 avg score 0.5664 < final_threshold 0.7
ObjectProperty,has achievement,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.2143; semantic=0.5343; sequence_match=0.4800,False,0.5622,False,top-3 avg score 0.5622 < final_threshold 0.7
ObjectProperty,has playing area,usable in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6210; levenshtein=0.4286; semantic=0.5202; sequence_match=0.5385,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,purchases game offering,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6085; levenshtein=0.3333; semantic=0.5834; sequence_match=0.4667,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.7
ObjectProperty,is player in session,player has equipment,sequence_match+jaro_winkler+semantic,jaro_winkler=0.5479; levenshtein=0.4444; semantic=0.5385; sequence_match=0.5714,False,0.5526,False,top-3 avg score 0.5526 < final_threshold 0.7
ObjectProperty,is leaderboard in game,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6135; levenshtein=0.3684; semantic=0.5569; sequence_match=0.4848,False,0.5518,False,top-3 avg score 0.5518 < final_threshold 0.7
ObjectProperty,has playing area,player has in-app purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6860; levenshtein=0.2727; semantic=0.4600; sequence_match=0.5000,False,0.5487,False,top-3 avg score 0.5487 < final_threshold 0.7
ObjectProperty,has item,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.2857; semantic=0.4766; sequence_match=0.4762,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.7
ObjectProperty,involves player,player has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.0714; semantic=0.6726; sequence_match=0.4444,False,0.5436,False,top-3 avg score 0.5436 < final_threshold 0.7
ObjectProperty,is character in game,game has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6618; levenshtein=0.3333; semantic=0.5091; sequence_match=0.4571,False,0.5427,False,top-3 avg score 0.5427 < final_threshold 0.7
ObjectProperty,has achievement,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.1429; semantic=0.5488; sequence_match=0.4444,False,0.5412,False,top-3 avg score 0.5412 < final_threshold 0.7
ObjectProperty,purchases game offering,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2381; semantic=0.5578; sequence_match=0.4242,False,0.541,False,top-3 avg score 0.5410 < final_threshold 0.7
ObjectProperty,has leaderboard,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4974; sequence_match=0.4545,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
ObjectProperty,has game genre,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5631; sequence_match=0.4211,False,0.5397,False,top-3 avg score 0.5397 < final_threshold 0.7
ObjectProperty,plays game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4984; sequence_match=0.4706,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.7
ObjectProperty,has game genre,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5846; sequence_match=0.4167,False,0.5375,False,top-3 avg score 0.5375 < final_threshold 0.7
ObjectProperty,has achievement,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6023; sequence_match=0.3810,False,0.5341,False,top-3 avg score 0.5341 < final_threshold 0.7
ObjectProperty,has playing area,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6945; levenshtein=0.2857; semantic=0.4603; sequence_match=0.4444,False,0.5331,False,top-3 avg score 0.5331 < final_threshold 0.7
ObjectProperty,has feature,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6835; levenshtein=0.2727; semantic=0.5313; sequence_match=0.3810,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has item,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.3333; semantic=0.5523; sequence_match=0.4800,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,is character in game,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6500; levenshtein=0.3529; semantic=0.4876; sequence_match=0.4516,False,0.5298,False,top-3 avg score 0.5298 < final_threshold 0.7
ObjectProperty,has playing area,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5056; sequence_match=0.4348,False,0.5278,False,top-3 avg score 0.5278 < final_threshold 0.7
ObjectProperty,has achievement,lives in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.5737; sequence_match=0.3810,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,has game genre,has friend,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.4441; sequence_match=0.4762,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,is leaderboard in game,player has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6327; levenshtein=0.3000; semantic=0.5327; sequence_match=0.4103,False,0.5252,False,top-3 avg score 0.5252 < final_threshold 0.7
ObjectProperty,purchases game offering,game has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6194; levenshtein=0.1905; semantic=0.6407; sequence_match=0.3125,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.7
ObjectProperty,has leaderboard,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.3571; semantic=0.4944; sequence_match=0.4348,False,0.524,False,top-3 avg score 0.5240 < final_threshold 0.7
ObjectProperty,is character in game,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.2353; semantic=0.6144; sequence_match=0.2857,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,involves player,last played game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5893; levenshtein=0.1429; semantic=0.4822; sequence_match=0.5000,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,is player in session,player has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5627; levenshtein=0.3500; semantic=0.5728; sequence_match=0.4324,False,0.5227,False,top-3 avg score 0.5227 < final_threshold 0.7
ObjectProperty,is friend with player,player has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5616; levenshtein=0.1667; semantic=0.6192; sequence_match=0.3871,False,0.5226,False,top-3 avg score 0.5226 < final_threshold 0.7
ObjectProperty,involves player,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.2857; semantic=0.6393; sequence_match=0.4348,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,has playing area,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.5115; sequence_match=0.4167,False,0.5221,False,top-3 avg score 0.5221 < final_threshold 0.7
ObjectProperty,involves player,player has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5053; levenshtein=0.1111; semantic=0.6845; sequence_match=0.3750,False,0.5216,False,top-3 avg score 0.5216 < final_threshold 0.7
ObjectProperty,purchases game offering,player has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.2381; semantic=0.4688; sequence_match=0.4390,False,0.5205,False,top-3 avg score 0.5205 < final_threshold 0.7
ObjectProperty,has character,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.3333; semantic=0.5594; sequence_match=0.4000,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.7
ObjectProperty,has item,player has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5307; levenshtein=0.2778; semantic=0.6280; sequence_match=0.4000,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.7
ObjectProperty,plays game,player has in-app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6510; levenshtein=0.3182; semantic=0.4549; sequence_match=0.4516,False,0.5192,False,top-3 avg score 0.5192 < final_threshold 0.7
ObjectProperty,involves player,player has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5495; levenshtein=0.1000; semantic=0.6473; sequence_match=0.3529,False,0.5166,False,top-3 avg score 0.5166 < final_threshold 0.7
ObjectProperty,is leaderboard in game,game has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6391; levenshtein=0.3158; semantic=0.4782; sequence_match=0.4324,False,0.5166,False,top-3 avg score 0.5166 < final_threshold 0.7
ObjectProperty,involves player,game has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2778; semantic=0.5201; sequence_match=0.4375,False,0.5154,False,top-3 avg score 0.5154 < final_threshold 0.7
ObjectProperty,plays game,game has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.1818; semantic=0.6060; sequence_match=0.4000,False,0.5142,False,top-3 avg score 0.5142 < final_threshold 0.7
ObjectProperty,has achievement,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,owns achievement,player has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6741; levenshtein=0.3333; semantic=0.5026; sequence_match=0.3636,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,purchases game offering,game has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6266; levenshtein=0.2381; semantic=0.5548; sequence_match=0.3590,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,has playing area,player has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6474; levenshtein=0.1667; semantic=0.5165; sequence_match=0.3750,False,0.513,False,top-3 avg score 0.5130 < final_threshold 0.7
ObjectProperty,is session in game,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5540; levenshtein=0.3333; semantic=0.5709; sequence_match=0.4138,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.7
ObjectProperty,is achievement in game,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.2105; semantic=0.6179; sequence_match=0.2667,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,has character,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.4167; semantic=0.5312; sequence_match=0.4348,False,0.5122,False,top-3 avg score 0.5122 < final_threshold 0.7
ObjectProperty,purchases game offering,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6071; levenshtein=0.2857; semantic=0.6198; sequence_match=0.3077,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,has character,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.3077; semantic=0.5351; sequence_match=0.4000,False,0.5111,False,top-3 avg score 0.5111 < final_threshold 0.7
ObjectProperty,owns character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.6236; sequence_match=0.3478,False,0.511,False,top-3 avg score 0.5110 < final_threshold 0.7
ObjectProperty,owns item,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5282; sequence_match=0.4000,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.7
ObjectProperty,has item,player has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5214; levenshtein=0.3000; semantic=0.5599; sequence_match=0.4444,False,0.5086,False,top-3 avg score 0.5086 < final_threshold 0.7
ObjectProperty,is friend with player,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1111; semantic=0.4838; sequence_match=0.4375,False,0.5082,False,top-3 avg score 0.5082 < final_threshold 0.7
ObjectProperty,has character,player has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5852; levenshtein=0.3000; semantic=0.5630; sequence_match=0.3750,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.7
ObjectProperty,is session in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.3333; semantic=0.6093; sequence_match=0.4167,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.7
ObjectProperty,has achievement,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.2143; semantic=0.5242; sequence_match=0.4286,False,0.5054,False,top-3 avg score 0.5054 < final_threshold 0.7
ObjectProperty,owns character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5089; sequence_match=0.3810,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,lives in,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5512; sequence_match=0.3750,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,is achievement in game,game has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5606; levenshtein=0.2632; semantic=0.5217; sequence_match=0.4324,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,has leaderboard,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5893; levenshtein=0.2857; semantic=0.4943; sequence_match=0.4286,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.7
ObjectProperty,is player in session,game has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5813; levenshtein=0.1667; semantic=0.4734; sequence_match=0.4571,False,0.5039,False,top-3 avg score 0.5039 < final_threshold 0.7
ObjectProperty,involves character,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6537; levenshtein=0.2941; semantic=0.4572; sequence_match=0.4000,False,0.5036,False,top-3 avg score 0.5036 < final_threshold 0.7
ObjectProperty,lives in,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.1667; semantic=0.4432; sequence_match=0.4211,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,is character in game,game has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6315; levenshtein=0.2778; semantic=0.5985; sequence_match=0.2286,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,is character in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6346; levenshtein=0.2353; semantic=0.4864; sequence_match=0.3846,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.7
ObjectProperty,has character,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5715; levenshtein=0.2727; semantic=0.5221; sequence_match=0.4118,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
ObjectProperty,is player in session,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2941; semantic=0.5554; sequence_match=0.3846,False,0.5007,False,top-3 avg score 0.5007 < final_threshold 0.7
