prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,constraint,has constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9340; sequence_match=0.8696,False,0.8755,True,selected
ObjectProperty,hasPolicy,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.4444; semantic=0.5470; sequence_match=0.4444,False,0.5404,False,top-3 avg score 0.5404 < final_threshold 0.7
ObjectProperty,action,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.5660; sequence_match=0.4000,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.7
ObjectProperty,assigner,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,implies,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.3571; semantic=0.5053; sequence_match=0.4762,False,0.5351,False,top-3 avg score 0.5351 < final_threshold 0.7
ObjectProperty,hasPolicy,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.3571; semantic=0.5958; sequence_match=0.4348,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.7
ObjectProperty,conflict,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.6300; sequence_match=0.3636,False,0.5296,False,top-3 avg score 0.5296 < final_threshold 0.7
ObjectProperty,constraint,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5651; levenshtein=0.3571; semantic=0.6060; sequence_match=0.4167,False,0.5292,False,top-3 avg score 0.5292 < final_threshold 0.7
ObjectProperty,assignee,has consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4522; sequence_match=0.4545,False,0.5258,False,top-3 avg score 0.5258 < final_threshold 0.7
ObjectProperty,target,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5486; sequence_match=0.3810,False,0.5247,False,top-3 avg score 0.5247 < final_threshold 0.7
ObjectProperty,inheritRelation,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4970; sequence_match=0.4615,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,scope,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,assignee,has remedy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4042; sequence_match=0.4706,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,assignee,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,target,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5030; sequence_match=0.4000,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,and,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7600; levenshtein=0.2000; semantic=0.4033; sequence_match=0.3333,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.7
ObjectProperty,assigner,has consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4476; sequence_match=0.4545,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.7
ObjectProperty,assigner,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2632; semantic=0.4772; sequence_match=0.3704,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,partOf,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.5304; sequence_match=0.3810,False,0.4927,False,top-3 avg score 0.4927 < final_threshold 0.7
ObjectProperty,inheritFrom,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.2000; semantic=0.4981; sequence_match=0.3846,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.7
ObjectProperty,assignee,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2105; semantic=0.4719; sequence_match=0.3704,False,0.4918,False,top-3 avg score 0.4918 < final_threshold 0.7
ObjectProperty,operator,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.5392; sequence_match=0.3478,False,0.491,False,top-3 avg score 0.4910 < final_threshold 0.7
ObjectProperty,assignee,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.5125; sequence_match=0.3636,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,leftOperand,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5869; levenshtein=0.2667; semantic=0.4970; sequence_match=0.3846,False,0.4895,False,top-3 avg score 0.4895 < final_threshold 0.7
ObjectProperty,permission,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.5666; sequence_match=0.3810,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
ObjectProperty,target,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2857; semantic=0.4939; sequence_match=0.4000,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.7
ObjectProperty,constraint,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5644; sequence_match=0.3810,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,inheritRelation,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.0667; semantic=0.4824; sequence_match=0.3333,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,operand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5993; sequence_match=0.4000,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,function,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5453; sequence_match=0.2857,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,consequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5494; sequence_match=0.4167,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,failure,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.4829; sequence_match=0.3750,False,0.4817,False,top-3 avg score 0.4817 < final_threshold 0.7
ObjectProperty,operator,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.4817; sequence_match=0.3636,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,assigner,applies to asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5576; sequence_match=0.3636,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,partOf,has operator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5101; levenshtein=0.3636; semantic=0.4521; sequence_match=0.4706,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.7
ObjectProperty,leftOperand,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.2143; semantic=0.4627; sequence_match=0.4000,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.7
ObjectProperty,assignee,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5580; sequence_match=0.3158,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,leftOperand,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5494; levenshtein=0.3158; semantic=0.4707; sequence_match=0.4000,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.7
ObjectProperty,relation,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5444; sequence_match=0.4211,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,hasPolicy,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.2000; semantic=0.5206; sequence_match=0.3333,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.7
ObjectProperty,target,has operator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5438; sequence_match=0.2353,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.7
ObjectProperty,relation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5829; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,action,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2000; semantic=0.5293; sequence_match=0.2857,False,0.468,False,top-3 avg score 0.4680 < final_threshold 0.7
ObjectProperty,or,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5645; sequence_match=0.3077,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.7
ObjectProperty,and,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7193; levenshtein=0.1579; semantic=0.4067; sequence_match=0.2727,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,target,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4915; levenshtein=0.2308; semantic=0.4862; sequence_match=0.4211,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,action,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6322; levenshtein=0.2105; semantic=0.4459; sequence_match=0.3200,False,0.466,False,top-3 avg score 0.4660 < final_threshold 0.7
ObjectProperty,inheritRelation,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5766; levenshtein=0.1333; semantic=0.4753; sequence_match=0.3448,False,0.4656,False,top-3 avg score 0.4656 < final_threshold 0.7
ObjectProperty,consequence,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5606; sequence_match=0.3000,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,obligation,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.5099; sequence_match=0.3810,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,permission,assigned to party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0667; semantic=0.5745; sequence_match=0.3200,False,0.4648,False,top-3 avg score 0.4648 < final_threshold 0.7
ObjectProperty,action,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5356; sequence_match=0.3529,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,Only One,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4690; sequence_match=0.3810,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,assigner,activates rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6026; levenshtein=0.3077; semantic=0.4678; sequence_match=0.2857,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,relation,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.1429; semantic=0.4877; sequence_match=0.2727,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.7
ObjectProperty,permission,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2143; semantic=0.4733; sequence_match=0.3333,False,0.4572,False,top-3 avg score 0.4572 < final_threshold 0.7
ObjectProperty,operator,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,hasPolicy,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2632; semantic=0.4686; sequence_match=0.3571,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,inheritFrom,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5498; levenshtein=0.0714; semantic=0.4934; sequence_match=0.3200,False,0.4544,False,top-3 avg score 0.4544 < final_threshold 0.7
ObjectProperty,implies,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.1538; semantic=0.5087; sequence_match=0.3000,False,0.454,False,top-3 avg score 0.4540 < final_threshold 0.7
ObjectProperty,duty,assigned to party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.2000; semantic=0.6066; sequence_match=0.3158,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.7
ObjectProperty,target,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,failure,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.4121; sequence_match=0.4000,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,scope,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5178; sequence_match=0.2500,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.7
ObjectProperty,permission,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,constraint,applies to asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.2857; semantic=0.5312; sequence_match=0.3333,False,0.4501,False,top-3 avg score 0.4501 < final_threshold 0.7
ObjectProperty,prohibition,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,obligation,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2143; semantic=0.4632; sequence_match=0.3333,False,0.4496,False,top-3 avg score 0.4496 < final_threshold 0.7
ObjectProperty,or,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,obligation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,scope,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5184; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,assignee,activates rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6026; levenshtein=0.3077; semantic=0.4345; sequence_match=0.2857,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.7
ObjectProperty,obligation,assigned to party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5232; sequence_match=0.3200,False,0.4477,False,top-3 avg score 0.4477 < final_threshold 0.7
ObjectProperty,operand,has nested constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.5238; sequence_match=0.3077,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,constraint,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.1538; semantic=0.4776; sequence_match=0.2609,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
ObjectProperty,operand,assigned to party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.5385; sequence_match=0.2727,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.7
ObjectProperty,operand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5017; sequence_match=0.2500,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,assigner,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4175; sequence_match=0.3529,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,andSequence,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.2632; semantic=0.4146; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,action,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.2143; semantic=0.4665; sequence_match=0.3000,False,0.4446,False,top-3 avg score 0.4446 < final_threshold 0.7
ObjectProperty,scope,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5286; levenshtein=0.2143; semantic=0.4878; sequence_match=0.3158,False,0.444,False,top-3 avg score 0.4440 < final_threshold 0.7
ObjectProperty,relation,has nested constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.5376; sequence_match=0.2963,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
ObjectProperty,and,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4702; sequence_match=0.2500,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,operator,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.4670; sequence_match=0.2963,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,function,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5366; sequence_match=0.2727,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.7
ObjectProperty,consequence,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.4742; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,function,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4534; sequence_match=0.2963,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,function,assigned to party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1333; semantic=0.5450; sequence_match=0.2609,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.7
ObjectProperty,constraint,assigned to party,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.5551; sequence_match=0.1600,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.7
ObjectProperty,scope,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.4990; sequence_match=0.3000,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.7
ObjectProperty,permission,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5738; sequence_match=0.2500,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,prohibition,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4601; sequence_match=0.2727,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,partOf,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.2143; semantic=0.4319; sequence_match=0.3000,False,0.4331,False,top-3 avg score 0.4331 < final_threshold 0.7
ObjectProperty,inheritRelation,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.1579; semantic=0.4712; sequence_match=0.1765,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.7
ObjectProperty,partOf,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5150; sequence_match=0.3158,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,andSequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4889; sequence_match=0.3333,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,and,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4574; sequence_match=0.2353,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,hasPolicy,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1429; semantic=0.5344; sequence_match=0.1739,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.7
ObjectProperty,permission,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.0000; semantic=0.5521; sequence_match=0.2105,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,operator,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.4824; sequence_match=0.2857,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.7
ObjectProperty,function,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.0769; semantic=0.4612; sequence_match=0.2857,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,leftOperand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.4618; sequence_match=0.3000,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,Only One,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4961; sequence_match=0.3000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,conflict,has nested constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.2632; semantic=0.5048; sequence_match=0.3704,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,inheritFrom,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5214; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
