prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has billing period,has billing period,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has property,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8612; levenshtein=0.5789; semantic=0.7714; sequence_match=0.7333,False,0.7886,True,selected
ObjectProperty,has billing period,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.3684; semantic=0.4785; sequence_match=0.4571,False,0.5011,False,top-3 avg score 0.5011 < final_threshold 0.7
ObjectProperty,has key performance indicator,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6511; levenshtein=0.2308; semantic=0.4880; sequence_match=0.3556,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,has billing period,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6218; levenshtein=0.2500; semantic=0.4535; sequence_match=0.4138,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.7
ObjectProperty,has key performance indicator,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6179; levenshtein=0.2692; semantic=0.4864; sequence_match=0.3590,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,makes measurement,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5634; levenshtein=0.3125; semantic=0.5531; sequence_match=0.3448,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.7
ObjectProperty,has key performance indicator,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6126; levenshtein=0.2308; semantic=0.4589; sequence_match=0.3810,False,0.4842,False,top-3 avg score 0.4842 < final_threshold 0.7
ObjectProperty,has period,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.2667; semantic=0.4721; sequence_match=0.4167,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
ObjectProperty,applies to,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3125; semantic=0.4259; sequence_match=0.4000,False,0.4836,False,top-3 avg score 0.4836 < final_threshold 0.7
ObjectProperty,has billing period,has chemical property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6047; levenshtein=0.3684; semantic=0.3812; sequence_match=0.4571,False,0.481,False,top-3 avg score 0.4810 < final_threshold 0.7
ObjectProperty,hasGeometry,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5598; levenshtein=0.1818; semantic=0.5664; sequence_match=0.3158,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.7
ObjectProperty,has duration,defined for location,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5322; levenshtein=0.3889; semantic=0.4177; sequence_match=0.4828,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.7
ObjectProperty,has phenomenon time,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5735; levenshtein=0.2353; semantic=0.4944; sequence_match=0.3636,False,0.4772,False,top-3 avg score 0.4772 < final_threshold 0.7
ObjectProperty,has key performance indicator,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6394; levenshtein=0.2308; semantic=0.4334; sequence_match=0.3556,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,has billing period,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5105; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,has duration,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2632; semantic=0.4716; sequence_match=0.3333,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,has measurement,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6599; levenshtein=0.2667; semantic=0.4885; sequence_match=0.2759,False,0.4747,False,top-3 avg score 0.4747 < final_threshold 0.7
ObjectProperty,has period,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.4752; sequence_match=0.3158,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,applies to,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6053; levenshtein=0.2632; semantic=0.4462; sequence_match=0.3571,False,0.4695,False,top-3 avg score 0.4695 < final_threshold 0.7
ObjectProperty,makes measurement,has physical property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5544; levenshtein=0.3158; semantic=0.5351; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,has period,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4870; sequence_match=0.3529,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.7
ObjectProperty,applies to,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4838; sequence_match=0.3529,False,0.4672,False,top-3 avg score 0.4672 < final_threshold 0.7
ObjectProperty,measurement made by,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5287; levenshtein=0.2353; semantic=0.4645; sequence_match=0.4000,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.7
ObjectProperty,makes measurement,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.2222; semantic=0.4078; sequence_match=0.3529,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,makes measurement,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.5391; sequence_match=0.3077,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.7
ObjectProperty,has measurement,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5456; levenshtein=0.2500; semantic=0.4964; sequence_match=0.3333,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.7
ObjectProperty,makes measurement,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5987; levenshtein=0.3158; semantic=0.4134; sequence_match=0.3429,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,makes measurement,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5871; levenshtein=0.1875; semantic=0.4451; sequence_match=0.3226,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,makes measurement,has asset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5125; levenshtein=0.3750; semantic=0.4637; sequence_match=0.3333,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,applies to,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2000; semantic=0.4435; sequence_match=0.3333,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined for location,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5427; levenshtein=0.2692; semantic=0.3937; sequence_match=0.4091,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,applies to,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.4347; sequence_match=0.3571,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
ObjectProperty,has duration,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.4448; sequence_match=0.2857,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,has key performance indicator,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5391; levenshtein=0.2308; semantic=0.5000; sequence_match=0.2941,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,is measured by device,has physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4968; levenshtein=0.1053; semantic=0.5092; sequence_match=0.3243,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,applies to,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.4014; sequence_match=0.2963,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,feature is measured by device,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2000; semantic=0.5125; sequence_match=0.2727,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,applies to,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5095; sequence_match=0.3529,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.7
ObjectProperty,isKPIOf,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.4297; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,applies to,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.0000; semantic=0.5366; sequence_match=0.3158,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,has phenomenon time,has actuator type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5288; levenshtein=0.3529; semantic=0.4165; sequence_match=0.3125,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.7
ObjectProperty,measurement made by,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1579; semantic=0.4518; sequence_match=0.3333,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,is measured by device,has sensor type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4996; levenshtein=0.2778; semantic=0.4983; sequence_match=0.2581,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,is measured by device,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6011; levenshtein=0.2222; semantic=0.4481; sequence_match=0.0714,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,measurement made by,has chemical property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5196; levenshtein=0.2632; semantic=0.3619; sequence_match=0.3889,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.7
ObjectProperty,isKPIOf,has physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5281; sequence_match=0.2308,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,has billing period,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5395; levenshtein=0.1875; semantic=0.4053; sequence_match=0.3226,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6052; levenshtein=0.2400; semantic=0.4141; sequence_match=0.0571,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,feature is measured by device,has sensor type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4785; levenshtein=0.2800; semantic=0.4943; sequence_match=0.2105,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,applies to,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.4537; sequence_match=0.2727,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,isKPIOf,has billing period,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.2500; semantic=0.4507; sequence_match=0.3478,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.7
ObjectProperty,has key performance indicator,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5491; levenshtein=0.1154; semantic=0.5030; sequence_match=0.1765,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.7
ObjectProperty,measurement made by,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1765; semantic=0.3612; sequence_match=0.3125,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,is measured by device,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5097; levenshtein=0.1053; semantic=0.3805; sequence_match=0.3243,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,measurement made by,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.2353; semantic=0.3949; sequence_match=0.3200,False,0.4033,False,top-3 avg score 0.4033 < final_threshold 0.7
ObjectProperty,feature is measured by device,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.2000; semantic=0.3919; sequence_match=0.2727,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.7
ObjectProperty,has phenomenon time,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4628; sequence_match=0.2400,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.7
ObjectProperty,is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.3703; sequence_match=0.2778,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,has measurement,uses tariff,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4913; sequence_match=0.1667,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,measurement made by,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.3171; sequence_match=0.3429,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,is measured by device,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1667; semantic=0.4132; sequence_match=0.3030,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,isKPIOf,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4372; sequence_match=0.2308,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
ObjectProperty,has billing period,defined for location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4659; levenshtein=0.1111; semantic=0.3584; sequence_match=0.3529,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.7
ObjectProperty,measurement made by,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4843; levenshtein=0.2353; semantic=0.4522; sequence_match=0.2222,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,has billing period,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4167; sequence_match=0.2500,False,0.3889,False,top-3 avg score 0.3889 < final_threshold 0.7
ObjectProperty,has period,defined for location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2222; semantic=0.3995; sequence_match=0.2222,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.7
ObjectProperty,feature is measured by device,has asset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5522; levenshtein=0.2000; semantic=0.4129; sequence_match=0.1818,False,0.3884,False,top-3 avg score 0.3884 < final_threshold 0.7
ObjectProperty,hasGeometry,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4475; sequence_match=0.1905,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
ObjectProperty,isKPIOf,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.4674; sequence_match=0.2000,False,0.3824,False,top-3 avg score 0.3824 < final_threshold 0.7
ObjectProperty,applies to,defined for location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4436; sequence_match=0.2222,False,0.3812,False,top-3 avg score 0.3812 < final_threshold 0.7
ObjectProperty,is measured by device,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.1667; semantic=0.3811; sequence_match=0.2353,False,0.3799,False,top-3 avg score 0.3799 < final_threshold 0.7
ObjectProperty,feature is measured by device,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4928; levenshtein=0.2000; semantic=0.4400; sequence_match=0.2000,False,0.3776,False,top-3 avg score 0.3776 < final_threshold 0.7
ObjectProperty,feature is measured by device,defined for location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4852; levenshtein=0.2000; semantic=0.4079; sequence_match=0.2326,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
ObjectProperty,has measurement,defined for location,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4762; levenshtein=0.1667; semantic=0.4803; sequence_match=0.1250,False,0.3744,False,top-3 avg score 0.3744 < final_threshold 0.7
ObjectProperty,measurement made by,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5204; levenshtein=0.1765; semantic=0.3519; sequence_match=0.2424,False,0.3716,False,top-3 avg score 0.3716 < final_threshold 0.7
