prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,constraint,Has Constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9340; sequence_match=0.8696,False,0.8755,True,selected
ObjectProperty,partOf,Has Party,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6389; levenshtein=0.3750; semantic=0.5387; sequence_match=0.5714,False,0.583,False,top-3 avg score 0.5830 < final_threshold 0.7
ObjectProperty,failure,Activated Upon Failure Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.3182; semantic=0.7635; sequence_match=0.4828,False,0.5825,False,top-3 avg score 0.5825 < final_threshold 0.7
ObjectProperty,scope,Has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5690; sequence_match=0.5000,False,0.5817,False,top-3 avg score 0.5817 < final_threshold 0.7
ObjectProperty,duty,Has Right Duty,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4444; levenshtein=0.3333; semantic=0.7932; sequence_match=0.5000,False,0.5792,False,top-3 avg score 0.5792 < final_threshold 0.7
ObjectProperty,hasPolicy,Has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,inheritRelation,In Permission Duty,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6468; levenshtein=0.3125; semantic=0.5156; sequence_match=0.5161,False,0.5595,False,top-3 avg score 0.5595 < final_threshold 0.7
ObjectProperty,target,Has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5734; sequence_match=0.4615,False,0.5593,False,top-3 avg score 0.5593 < final_threshold 0.7
ObjectProperty,scope,Has Consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6952; levenshtein=0.2857; semantic=0.5453; sequence_match=0.4211,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,operator,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.5418; sequence_match=0.4706,False,0.5535,False,top-3 avg score 0.5535 < final_threshold 0.7
ObjectProperty,conflict,Has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,hasPolicy,Has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5388; sequence_match=0.5000,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,assigner,Has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5997; sequence_match=0.4211,False,0.5473,False,top-3 avg score 0.5473 < final_threshold 0.7
ObjectProperty,obligation,From Specification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6563; levenshtein=0.4118; semantic=0.4634; sequence_match=0.5185,False,0.5461,False,top-3 avg score 0.5461 < final_threshold 0.7
ObjectProperty,prohibition,In Permission Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.2500; semantic=0.5748; sequence_match=0.4444,False,0.5456,False,top-3 avg score 0.5456 < final_threshold 0.7
ObjectProperty,inheritFrom,Has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.1818; semantic=0.5355; sequence_match=0.4545,False,0.5438,False,top-3 avg score 0.5438 < final_threshold 0.7
ObjectProperty,action,Has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,hasPolicy,Has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.4444; semantic=0.5470; sequence_match=0.4444,False,0.5404,False,top-3 avg score 0.5404 < final_threshold 0.7
ObjectProperty,partOf,Has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5130; sequence_match=0.4615,False,0.5391,False,top-3 avg score 0.5391 < final_threshold 0.7
ObjectProperty,action,Has Consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.5660; sequence_match=0.4000,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.7
ObjectProperty,hasPolicy,Has Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2759; semantic=0.6160; sequence_match=0.4211,False,0.5383,False,top-3 avg score 0.5383 < final_threshold 0.7
ObjectProperty,assignee,Has Right Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6033; sequence_match=0.4000,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.7
ObjectProperty,hasPolicy,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2222; semantic=0.5393; sequence_match=0.4444,False,0.5378,False,top-3 avg score 0.5378 < final_threshold 0.7
ObjectProperty,assigner,Has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,permission,From Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6987; levenshtein=0.3529; semantic=0.4665; sequence_match=0.4444,False,0.5365,False,top-3 avg score 0.5365 < final_threshold 0.7
ObjectProperty,assignee,Has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6024; sequence_match=0.4000,False,0.5345,False,top-3 avg score 0.5345 < final_threshold 0.7
ObjectProperty,hasPolicy,Has Consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.3571; semantic=0.5958; sequence_match=0.4348,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.7
ObjectProperty,inheritFrom,In Permission Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3750; semantic=0.5062; sequence_match=0.4444,False,0.5314,False,top-3 avg score 0.5314 < final_threshold 0.7
ObjectProperty,conflict,Has Consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.6300; sequence_match=0.3636,False,0.5296,False,top-3 avg score 0.5296 < final_threshold 0.7
ObjectProperty,constraint,Has Consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5651; levenshtein=0.3571; semantic=0.6060; sequence_match=0.4167,False,0.5292,False,top-3 avg score 0.5292 < final_threshold 0.7
ObjectProperty,target,Has Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5257; sequence_match=0.4286,False,0.5264,False,top-3 avg score 0.5264 < final_threshold 0.7
ObjectProperty,assignee,Has Consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4522; sequence_match=0.4545,False,0.5258,False,top-3 avg score 0.5258 < final_threshold 0.7
ObjectProperty,permission,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.5376; sequence_match=0.4211,False,0.5257,False,top-3 avg score 0.5257 < final_threshold 0.7
ObjectProperty,inheritRelation,Has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4970; sequence_match=0.4615,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,relation,From Specification,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4951; levenshtein=0.4118; semantic=0.4940; sequence_match=0.5600,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,leftOperand,From Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6351; levenshtein=0.1765; semantic=0.4853; sequence_match=0.4286,False,0.5163,False,top-3 avg score 0.5163 < final_threshold 0.7
ObjectProperty,assigner,Has Sub Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.3125; semantic=0.4850; sequence_match=0.4167,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.7
ObjectProperty,assigner,Has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5409; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.7
ObjectProperty,scope,Removes Component,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6375; levenshtein=0.3125; semantic=0.4264; sequence_match=0.4762,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,assigner,Has Right Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5240; sequence_match=0.4000,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.7
ObjectProperty,inheritFrom,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.5307; sequence_match=0.4000,False,0.5111,False,top-3 avg score 0.5111 < final_threshold 0.7
ObjectProperty,failure,Has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2857; semantic=0.4715; sequence_match=0.4286,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.7
ObjectProperty,scope,Has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,assignee,Has Remedy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4042; sequence_match=0.4706,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,obligation,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6148; levenshtein=0.3000; semantic=0.4851; sequence_match=0.4211,False,0.507,False,top-3 avg score 0.5070 < final_threshold 0.7
ObjectProperty,assignee,Has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,target,Has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5030; sequence_match=0.4000,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,hasPolicy,Has Sub Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3125; semantic=0.4752; sequence_match=0.4000,False,0.5001,False,top-3 avg score 0.5001 < final_threshold 0.7
ObjectProperty,relation,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.1111; semantic=0.5525; sequence_match=0.3529,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.7
ObjectProperty,implies,In Permission Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.2500; semantic=0.5178; sequence_match=0.3478,False,0.4995,False,top-3 avg score 0.4995 < final_threshold 0.7
ObjectProperty,obligation,In Permission Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1875; semantic=0.6401; sequence_match=0.3077,False,0.4993,False,top-3 avg score 0.4993 < final_threshold 0.7
ObjectProperty,assigner,Has Consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4476; sequence_match=0.4545,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.7
ObjectProperty,target,Has Right Duty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.4957; sequence_match=0.2222,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.7
ObjectProperty,operator,Negates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4922; sequence_match=0.4000,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,operand,In Permission Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.3125; semantic=0.5135; sequence_match=0.4348,False,0.4969,False,top-3 avg score 0.4969 < final_threshold 0.7
ObjectProperty,constraint,Removes Component,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.2500; semantic=0.5014; sequence_match=0.3846,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.7
ObjectProperty,remedy,Removes Component,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4849; sequence_match=0.3636,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.7
ObjectProperty,constraint,Has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6149; levenshtein=0.2759; semantic=0.4607; sequence_match=0.4103,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.7
ObjectProperty,operator,Has Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5271; sequence_match=0.3750,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,assignee,Has Sub Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4854; sequence_match=0.4167,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,inheritRelation,Has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.3103; semantic=0.4484; sequence_match=0.4091,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.7
ObjectProperty,function,From Specification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.3529; semantic=0.5043; sequence_match=0.4800,False,0.4931,False,top-3 avg score 0.4931 < final_threshold 0.7
ObjectProperty,conflict,Has Sub Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3125; semantic=0.4756; sequence_match=0.4167,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.7
ObjectProperty,permission,Has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.5666; sequence_match=0.3810,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
ObjectProperty,constraint,Has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5644; sequence_match=0.3810,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,operand,Has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5993; sequence_match=0.4000,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,inheritRelation,From Specification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5846; levenshtein=0.3529; semantic=0.4366; sequence_match=0.4375,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,function,Has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5453; sequence_match=0.2857,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,obligation,Has Right Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.2500; semantic=0.6878; sequence_match=0.2727,False,0.485,False,top-3 avg score 0.4850 < final_threshold 0.7
ObjectProperty,leftOperand,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.0909; semantic=0.5182; sequence_match=0.4000,False,0.485,False,top-3 avg score 0.4850 < final_threshold 0.7
ObjectProperty,scope,From Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6314; levenshtein=0.1765; semantic=0.5500; sequence_match=0.2727,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.7
ObjectProperty,action,Has Sub Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4455; sequence_match=0.3636,False,0.4827,False,top-3 avg score 0.4827 < final_threshold 0.7
ObjectProperty,consequence,Has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5494; sequence_match=0.4167,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,failure,Has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.4829; sequence_match=0.3750,False,0.4817,False,top-3 avg score 0.4817 < final_threshold 0.7
ObjectProperty,action,Has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6245; levenshtein=0.2069; semantic=0.4719; sequence_match=0.3429,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,action,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5174; sequence_match=0.4000,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
ObjectProperty,relation,Negates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4344; sequence_match=0.4000,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.7
ObjectProperty,partOf,Has Operator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5101; levenshtein=0.3636; semantic=0.4521; sequence_match=0.4706,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.7
ObjectProperty,inheritFrom,From Specification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.6058; sequence_match=0.2857,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,conflict,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5046; sequence_match=0.3529,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,operator,In Permission Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5091; sequence_match=0.3333,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.7
ObjectProperty,Only One,Has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.4730; sequence_match=0.4286,False,0.4751,False,top-3 avg score 0.4751 < final_threshold 0.7
ObjectProperty,assignee,Has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5580; sequence_match=0.3158,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,relation,Has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5444; sequence_match=0.4211,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,permission,Results In Loss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.3077; semantic=0.4658; sequence_match=0.3478,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.7
ObjectProperty,consequence,Removes Component,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5960; levenshtein=0.1875; semantic=0.4488; sequence_match=0.3704,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.7
ObjectProperty,action,Has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5657; sequence_match=0.3077,False,0.471,False,top-3 avg score 0.4710 < final_threshold 0.7
ObjectProperty,target,Has Operator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5438; sequence_match=0.2353,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.7
ObjectProperty,target,Applies To,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5763; sequence_match=0.1333,False,0.4699,False,top-3 avg score 0.4699 < final_threshold 0.7
ObjectProperty,constraint,Results In Loss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.4991; sequence_match=0.3478,False,0.4695,False,top-3 avg score 0.4695 < final_threshold 0.7
ObjectProperty,operator,From Specification,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4118; levenshtein=0.3529; semantic=0.5158; sequence_match=0.4800,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.7
ObjectProperty,failure,Applies To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.1111; semantic=0.4438; sequence_match=0.3750,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.7
ObjectProperty,inheritRelation,Has Right Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.2000; semantic=0.5203; sequence_match=0.3704,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.7
ObjectProperty,assigner,Has Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4490; sequence_match=0.3750,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.7
ObjectProperty,relation,Has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.6163; sequence_match=0.2667,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.7
ObjectProperty,relation,Has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5829; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,relation,Has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2414; semantic=0.4332; sequence_match=0.3784,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,or,Has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5645; sequence_match=0.3077,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.7
ObjectProperty,scope,Has Sub Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.1875; semantic=0.5187; sequence_match=0.2857,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.7
ObjectProperty,assignee,In Permission Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5125; levenshtein=0.2500; semantic=0.5537; sequence_match=0.3333,False,0.4665,False,top-3 avg score 0.4665 < final_threshold 0.7
ObjectProperty,consequence,Has Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5606; sequence_match=0.3000,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,obligation,Has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.5099; sequence_match=0.3810,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,action,Has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5356; sequence_match=0.3529,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,constraint,Has Right Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.0833; semantic=0.5290; sequence_match=0.2727,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.7
ObjectProperty,leftOperand,Negates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4864; sequence_match=0.3333,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.7
