gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
software developer organization,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8410; levenshtein=0.3448; semantic=0.7016; sequence_match=0.4390,False,0.6605,False,gold already mapped to 'Software Version'
CEL binary format,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6746; levenshtein=0.4667; semantic=0.7060; sequence_match=0.5600,False,0.6469,False,pred already taken by 'data format specification' (higher averaged score)
version number,Software Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5094; levenshtein=0.0667; semantic=0.8688; sequence_match=0.5000,False,0.6261,False,pred already taken by 'software developer organization' (higher averaged score)
application programming interface,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6402; levenshtein=0.4194; semantic=0.7137; sequence_match=0.5200,False,0.6246,False,pred already taken by 'programming language' (higher averaged score)
software developer organization,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6220; levenshtein=0.3103; semantic=0.7488; sequence_match=0.4737,False,0.6148,False,gold already mapped to 'Software Version'
software,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7131; levenshtein=0.3750; semantic=0.5712; sequence_match=0.5333,False,0.6059,False,gold already mapped to 'Software Tool'
software developer organization,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6927; levenshtein=0.3448; semantic=0.6220; sequence_match=0.4878,False,0.6009,False,gold already mapped to 'Software Version'
Open source software license,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5048; levenshtein=0.2800; semantic=0.8238; sequence_match=0.4375,False,0.5887,False,top-3 avg score 0.5887 < final_threshold 0.6
Open source software license,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6644; levenshtein=0.3200; semantic=0.5981; sequence_match=0.5000,False,0.5875,False,top-3 avg score 0.5875 < final_threshold 0.6
Not Free,Software Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7302; levenshtein=0.4167; semantic=0.5026; sequence_match=0.5263,False,0.5864,False,top-3 avg score 0.5864 < final_threshold 0.6
data format specification,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8348; levenshtein=0.1739; semantic=0.6226; sequence_match=0.2963,False,0.5846,False,top-3 avg score 0.5846 < final_threshold 0.6
data format specification,Algorithm Modification,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6394; levenshtein=0.5217; semantic=0.4483; sequence_match=0.5909,False,0.584,False,top-3 avg score 0.5840 < final_threshold 0.6
Open source software license,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6340; levenshtein=0.3200; semantic=0.6278; sequence_match=0.4865,False,0.5828,False,top-3 avg score 0.5828 < final_threshold 0.6
algorithm,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2222; semantic=0.5765; sequence_match=0.4706,False,0.5805,False,top-3 avg score 0.5805 < final_threshold 0.6
CEL ASCII format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7262; levenshtein=0.4286; semantic=0.4402; sequence_match=0.5455,False,0.5706,False,top-3 avg score 0.5706 < final_threshold 0.6
plain text file format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6294; levenshtein=0.4211; semantic=0.4779; sequence_match=0.5926,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.6
plain text file format,Data Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4535; levenshtein=0.4211; semantic=0.6665; sequence_match=0.5517,False,0.5572,False,top-3 avg score 0.5572 < final_threshold 0.6
Free,Feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5216; sequence_match=0.5455,False,0.5541,False,top-3 avg score 0.5541 < final_threshold 0.6
version number,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3077; semantic=0.6230; sequence_match=0.4545,False,0.5525,False,top-3 avg score 0.5525 < final_threshold 0.6
Not Free,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6968; levenshtein=0.3333; semantic=0.4989; sequence_match=0.4545,False,0.5501,False,top-3 avg score 0.5501 < final_threshold 0.6
Maintained,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3000; semantic=0.5377; sequence_match=0.4286,False,0.5499,False,top-3 avg score 0.5499 < final_threshold 0.6
data item,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5297; sequence_match=0.4706,False,0.5495,False,top-3 avg score 0.5495 < final_threshold 0.6
Open source software license,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3600; semantic=0.5787; sequence_match=0.4865,False,0.5476,False,top-3 avg score 0.5476 < final_threshold 0.6
CEL binary format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.4469; sequence_match=0.5217,False,0.5433,False,top-3 avg score 0.5433 < final_threshold 0.6
Not Free,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5640; sequence_match=0.4211,False,0.5429,False,top-3 avg score 0.5429 < final_threshold 0.6
Free,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7556; levenshtein=0.2667; semantic=0.4462; sequence_match=0.4211,False,0.5409,False,top-3 avg score 0.5409 < final_threshold 0.6
Not Free,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5689; sequence_match=0.4286,False,0.5388,False,top-3 avg score 0.5388 < final_threshold 0.6
application programming interface,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6526; levenshtein=0.2258; semantic=0.5917; sequence_match=0.3590,False,0.5344,False,top-3 avg score 0.5344 < final_threshold 0.6
algorithm,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.5617; sequence_match=0.4211,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.6
Free,Software Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.4306; sequence_match=0.5000,False,0.5324,False,top-3 avg score 0.5324 < final_threshold 0.6
Not Free,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5913; sequence_match=0.4000,False,0.5308,False,top-3 avg score 0.5308 < final_threshold 0.6
software interface,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6811; levenshtein=0.2941; semantic=0.5751; sequence_match=0.3333,False,0.5299,False,top-3 avg score 0.5299 < final_threshold 0.6
web service,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2667; semantic=0.5337; sequence_match=0.4000,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
Free,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2500; semantic=0.5121; sequence_match=0.3750,False,0.5179,False,top-3 avg score 0.5179 < final_threshold 0.6
application programming interface,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6644; levenshtein=0.2258; semantic=0.5389; sequence_match=0.3462,False,0.5165,False,top-3 avg score 0.5165 < final_threshold 0.6
data item,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5434; sequence_match=0.4000,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.6
Source code available,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5553; levenshtein=0.2105; semantic=0.6015; sequence_match=0.3871,False,0.5146,False,top-3 avg score 0.5146 < final_threshold 0.6
Source code available,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5307; levenshtein=0.1579; semantic=0.6447; sequence_match=0.3684,False,0.5146,False,top-3 avg score 0.5146 < final_threshold 0.6
PROcess,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4911; sequence_match=0.4286,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.6
desktop graphical user interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2069; semantic=0.6407; sequence_match=0.3158,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.6
Source code available,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.2105; semantic=0.6775; sequence_match=0.3571,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
file rendering,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5663; levenshtein=0.3077; semantic=0.5395; sequence_match=0.4000,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.6
application programming interface,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6323; levenshtein=0.1935; semantic=0.6159; sequence_match=0.2500,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
file rendering,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.2308; semantic=0.4703; sequence_match=0.4000,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
web service,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.6284; sequence_match=0.3158,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.6
software,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5781; sequence_match=0.3333,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.6
data format specification,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6703; levenshtein=0.2174; semantic=0.4351; sequence_match=0.3871,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.6
Source code available,Software Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.2105; semantic=0.6150; sequence_match=0.2941,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.6
Maintained,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.2105; semantic=0.4897; sequence_match=0.4138,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
Maintained,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5494; sequence_match=0.3529,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.6
text editing,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5960; levenshtein=0.2000; semantic=0.4976; sequence_match=0.3846,False,0.4927,False,top-3 avg score 0.4927 < final_threshold 0.6
desktop graphical user interface,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5707; levenshtein=0.3103; semantic=0.5867; sequence_match=0.2917,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
.csv,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.2857; semantic=0.5733; sequence_match=0.4000,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
web service,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5347; sequence_match=0.3529,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
algorithm,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6418; sequence_match=0.3333,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
Not Free,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.6422; sequence_match=0.2857,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
version number,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5849; sequence_match=0.3000,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
Maintained,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5211; sequence_match=0.3529,False,0.4834,False,top-3 avg score 0.4834 < final_threshold 0.6
file rendering,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5919; sequence_match=0.2727,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.6
software,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6076; sequence_match=0.2500,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
file rendering,Software Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6208; levenshtein=0.3333; semantic=0.4854; sequence_match=0.2857,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.6
data format specification,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6338; levenshtein=0.2609; semantic=0.4855; sequence_match=0.3158,False,0.4784,False,top-3 avg score 0.4784 < final_threshold 0.6
version number,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5913; sequence_match=0.3000,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.6
software interface,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.1765; semantic=0.5797; sequence_match=0.2500,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.6
software developer organization,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1724; semantic=0.6057; sequence_match=0.3333,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
Free,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.2857; semantic=0.5996; sequence_match=0.3636,False,0.4759,False,top-3 avg score 0.4759 < final_threshold 0.6
CEL ASCII format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.1429; semantic=0.5020; sequence_match=0.3478,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
.csv,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6038; sequence_match=0.2857,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.6
software developer role,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6587; levenshtein=0.1905; semantic=0.4712; sequence_match=0.2857,False,0.4719,False,top-3 avg score 0.4719 < final_threshold 0.6
Source code available,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.6194; sequence_match=0.2609,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
algorithm,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.6513; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
data item,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4516; sequence_match=0.3750,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.6
CEL ASCII format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4723; sequence_match=0.3478,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
software interface,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5055; levenshtein=0.2632; semantic=0.6217; sequence_match=0.2778,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
Source code available,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.5314; sequence_match=0.3226,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
application programming interface,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5668; levenshtein=0.1613; semantic=0.5737; sequence_match=0.2632,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
function,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.6353; sequence_match=0.2667,False,0.464,False,top-3 avg score 0.4640 < final_threshold 0.6
Not Free,Data Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5102; sequence_match=0.2353,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
GIF,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.5672; sequence_match=0.3333,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
Source code available,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5196; levenshtein=0.1429; semantic=0.5550; sequence_match=0.3000,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
Development status,Software Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.0588; semantic=0.5778; sequence_match=0.3125,False,0.4579,False,top-3 avg score 0.4579 < final_threshold 0.6
software interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.6657; sequence_match=0.2308,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
text editing,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4309; levenshtein=0.2381; semantic=0.5644; sequence_match=0.3750,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
software developer organization,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5498; levenshtein=0.2759; semantic=0.4167; sequence_match=0.4000,False,0.4555,False,top-3 avg score 0.4555 < final_threshold 0.6
licence,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6113; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
Not Free,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.6111; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
.csv,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.0667; semantic=0.5381; sequence_match=0.2222,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
PROcess,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.5236; sequence_match=0.3077,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
desktop graphical user interface,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5302; levenshtein=0.1724; semantic=0.5607; sequence_match=0.2632,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
application programming interface,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5467; levenshtein=0.1935; semantic=0.5140; sequence_match=0.2927,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
desktop graphical user interface,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.1379; semantic=0.5422; sequence_match=0.1818,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
programming language,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.5674; sequence_match=0.2222,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
version number,Programming Language,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5738; levenshtein=0.2105; semantic=0.5677; sequence_match=0.0625,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.6
function,Algorithm Modification,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3948; levenshtein=0.2381; semantic=0.5429; sequence_match=0.4138,False,0.4505,False,top-3 avg score 0.4505 < final_threshold 0.6
desktop graphical user interface,Software Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.2069; semantic=0.5399; sequence_match=0.2273,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.6
function,Software Version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4139; levenshtein=0.2667; semantic=0.5008; sequence_match=0.4348,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.6
desktop graphical user interface,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1724; semantic=0.4859; sequence_match=0.3077,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
algorithm,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.2143,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
plain text file format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5925; levenshtein=0.2105; semantic=0.4416; sequence_match=0.3077,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
Development status,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2353; semantic=0.4690; sequence_match=0.3333,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.6
version number,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.5642; sequence_match=0.2727,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.6
Purchase cost,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4695; sequence_match=0.3158,False,0.4456,False,top-3 avg score 0.4456 < final_threshold 0.6
Free,Developer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.5399; sequence_match=0.1538,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.6
software,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.6455; sequence_match=0.2667,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
XML,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.6831; sequence_match=0.1667,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
data format specification,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.1739; semantic=0.4873; sequence_match=0.2667,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
programming language,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5230; levenshtein=0.1429; semantic=0.5581; sequence_match=0.2500,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
Purchase cost,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5212; sequence_match=0.2500,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
Development status,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1765; semantic=0.5670; sequence_match=0.3333,False,0.4414,False,top-3 avg score 0.4414 < final_threshold 0.6
file rendering,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.1579; semantic=0.5302; sequence_match=0.3125,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
Source code available,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5821; sequence_match=0.2308,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
desktop graphical user interface,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5130; levenshtein=0.1724; semantic=0.6113; sequence_match=0.1951,False,0.4398,False,top-3 avg score 0.4398 < final_threshold 0.6
software developer organization,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6325; levenshtein=0.1379; semantic=0.4637; sequence_match=0.2222,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.6
