prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,lives in,lives in,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has game genre,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9083; levenshtein=0.6667; semantic=0.8370; sequence_match=0.8000,False,0.8484,True,selected
ObjectProperty,has playing area,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9063; levenshtein=0.5714; semantic=0.6160; sequence_match=0.6957,False,0.7393,False,gold already mapped to 'has playing area'
ObjectProperty,owns achievement,game has achievement,semantic+sequence_match+jaro_winkler,jaro_winkler=0.6833; levenshtein=0.6667; semantic=0.7882; sequence_match=0.7273,False,0.7329,False,pred already taken by 'is achievement in game'
ObjectProperty,involves character,involves game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8843; levenshtein=0.5882; semantic=0.6233; sequence_match=0.6897,False,0.7324,False,pred already taken by 'involves player'
ObjectProperty,has feature,has genre,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8483; levenshtein=0.6000; semantic=0.5514; sequence_match=0.6667,False,0.705,False,pred already taken by 'has game genre'
ObjectProperty,has achievement,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8333; levenshtein=0.4286; semantic=0.6448; sequence_match=0.5714,False,0.6832,False,top-3 avg score 0.6832 < final_threshold 0.7
ObjectProperty,has item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8333; levenshtein=0.4286; semantic=0.6448; sequence_match=0.5714,False,0.6832,False,top-3 avg score 0.6832 < final_threshold 0.7
ObjectProperty,involves player,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.5000; semantic=0.7950; sequence_match=0.6087,False,0.6734,False,top-3 avg score 0.6734 < final_threshold 0.7
ObjectProperty,has item,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8167; levenshtein=0.4000; semantic=0.5931; sequence_match=0.5882,False,0.666,False,top-3 avg score 0.6660 < final_threshold 0.7
ObjectProperty,plays game,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7090; levenshtein=0.2222; semantic=0.7297; sequence_match=0.5556,False,0.6647,False,top-3 avg score 0.6647 < final_threshold 0.7
ObjectProperty,has leaderboard,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7981; levenshtein=0.4286; semantic=0.5770; sequence_match=0.6087,False,0.6613,False,top-3 avg score 0.6613 < final_threshold 0.7
ObjectProperty,has character,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6592; sequence_match=0.5263,False,0.6609,False,top-3 avg score 0.6609 < final_threshold 0.7
ObjectProperty,plays game,involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.5000; semantic=0.7736; sequence_match=0.5714,False,0.6521,False,top-3 avg score 0.6521 < final_threshold 0.7
ObjectProperty,involves player,player item involves game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7121; levenshtein=0.3636; semantic=0.6802; sequence_match=0.5556,False,0.6493,False,top-3 avg score 0.6493 < final_threshold 0.7
ObjectProperty,has feature,has owned item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7900; levenshtein=0.3333; semantic=0.6050; sequence_match=0.5455,False,0.6468,False,top-3 avg score 0.6468 < final_threshold 0.7
ObjectProperty,plays game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,has game genre,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8056; levenshtein=0.4167; semantic=0.5315; sequence_match=0.5714,False,0.6362,False,top-3 avg score 0.6362 < final_threshold 0.7
ObjectProperty,has feature,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7900; levenshtein=0.5000; semantic=0.5799; sequence_match=0.5263,False,0.6321,False,top-3 avg score 0.6321 < final_threshold 0.7
ObjectProperty,has game genre,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.3571; semantic=0.5386; sequence_match=0.5385,False,0.6279,False,top-3 avg score 0.6279 < final_threshold 0.7
ObjectProperty,has achievement,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.4286; semantic=0.6373; sequence_match=0.5714,False,0.6271,False,top-3 avg score 0.6271 < final_threshold 0.7
ObjectProperty,has achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6762; levenshtein=0.3571; semantic=0.6892; sequence_match=0.5000,False,0.6218,False,top-3 avg score 0.6218 < final_threshold 0.7
ObjectProperty,has playing area,has genre,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.4903; sequence_match=0.5455,False,0.6189,False,top-3 avg score 0.6189 < final_threshold 0.7
ObjectProperty,plays game,player item involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5909; levenshtein=0.4091; semantic=0.6728; sequence_match=0.5806,False,0.6148,False,top-3 avg score 0.6148 < final_threshold 0.7
ObjectProperty,is player in session,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6346; levenshtein=0.3529; semantic=0.6666; sequence_match=0.5385,False,0.6132,False,top-3 avg score 0.6132 < final_threshold 0.7
ObjectProperty,owns achievement,has owned item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7318; levenshtein=0.2000; semantic=0.6610; sequence_match=0.4444,False,0.6124,False,top-3 avg score 0.6124 < final_threshold 0.7
ObjectProperty,has character,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.5000; semantic=0.5980; sequence_match=0.5714,False,0.612,False,top-3 avg score 0.6120 < final_threshold 0.7
ObjectProperty,has feature,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3000; semantic=0.6655; sequence_match=0.5000,False,0.6107,False,top-3 avg score 0.6107 < final_threshold 0.7
ObjectProperty,is session in game,involves game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.3333; semantic=0.6195; sequence_match=0.5185,False,0.6099,False,top-3 avg score 0.6099 < final_threshold 0.7
ObjectProperty,has item,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.3750; semantic=0.6007; sequence_match=0.5333,False,0.6082,False,top-3 avg score 0.6082 < final_threshold 0.7
ObjectProperty,has character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.6890; sequence_match=0.4615,False,0.6044,False,top-3 avg score 0.6044 < final_threshold 0.7
ObjectProperty,has character,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6627; levenshtein=0.3571; semantic=0.6075; sequence_match=0.5385,False,0.6029,False,top-3 avg score 0.6029 < final_threshold 0.7
ObjectProperty,has character,has type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.6367; sequence_match=0.5263,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.7
ObjectProperty,has feature,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.6542; sequence_match=0.4706,False,0.5987,False,top-3 avg score 0.5987 < final_threshold 0.7
ObjectProperty,has item,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6114; sequence_match=0.5000,False,0.5944,False,top-3 avg score 0.5944 < final_threshold 0.7
ObjectProperty,has feature,has type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6082; sequence_match=0.4706,False,0.5932,False,top-3 avg score 0.5932 < final_threshold 0.7
ObjectProperty,has achievement,has owned item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6627; levenshtein=0.3571; semantic=0.6515; sequence_match=0.4615,False,0.5919,False,top-3 avg score 0.5919 < final_threshold 0.7
ObjectProperty,has character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.4167; semantic=0.5926; sequence_match=0.5000,False,0.591,False,top-3 avg score 0.5910 < final_threshold 0.7
ObjectProperty,has playing area,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.3571; semantic=0.4998; sequence_match=0.4762,False,0.5902,False,top-3 avg score 0.5902 < final_threshold 0.7
ObjectProperty,has playing area,has participant,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8349; levenshtein=0.3571; semantic=0.4344; sequence_match=0.5000,False,0.5898,False,top-3 avg score 0.5898 < final_threshold 0.7
ObjectProperty,has character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.6644; sequence_match=0.4545,False,0.5859,False,top-3 avg score 0.5859 < final_threshold 0.7
ObjectProperty,has game genre,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.5375; sequence_match=0.5385,False,0.5795,False,top-3 avg score 0.5795 < final_threshold 0.7
ObjectProperty,has game genre,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6630; levenshtein=0.2778; semantic=0.6626; sequence_match=0.4000,False,0.5752,False,top-3 avg score 0.5752 < final_threshold 0.7
ObjectProperty,has achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.5840; sequence_match=0.4545,False,0.5664,False,top-3 avg score 0.5664 < final_threshold 0.7
ObjectProperty,purchases game offering,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6365; levenshtein=0.1905; semantic=0.5755; sequence_match=0.4848,False,0.5656,False,top-3 avg score 0.5656 < final_threshold 0.7
ObjectProperty,has feature,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.6594; sequence_match=0.4167,False,0.5656,False,top-3 avg score 0.5656 < final_threshold 0.7
ObjectProperty,is achievement in game,involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.3684; semantic=0.6706; sequence_match=0.4516,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.7
ObjectProperty,has game genre,involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.7119; sequence_match=0.4167,False,0.5614,False,top-3 avg score 0.5614 < final_threshold 0.7
ObjectProperty,involves character,player item involves game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6314; levenshtein=0.2273; semantic=0.5397; sequence_match=0.5128,False,0.5613,False,top-3 avg score 0.5613 < final_threshold 0.7
ObjectProperty,has achievement,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.2857; semantic=0.6108; sequence_match=0.4348,False,0.5611,False,top-3 avg score 0.5611 < final_threshold 0.7
ObjectProperty,has item,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.5662; sequence_match=0.4762,False,0.5554,False,top-3 avg score 0.5554 < final_threshold 0.7
ObjectProperty,owns character,has owned item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5940; levenshtein=0.2308; semantic=0.6620; sequence_match=0.4000,False,0.552,False,top-3 avg score 0.5520 < final_threshold 0.7
ObjectProperty,has feature,has playing area,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5499; sequence_match=0.4167,False,0.5516,False,top-3 avg score 0.5516 < final_threshold 0.7
ObjectProperty,is achievement in game,player item involves game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6958; levenshtein=0.3636; semantic=0.5632; sequence_match=0.3902,False,0.5498,False,top-3 avg score 0.5498 < final_threshold 0.7
ObjectProperty,owns achievement,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6968; levenshtein=0.2667; semantic=0.5768; sequence_match=0.3636,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.7
ObjectProperty,is friend with player,has player,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3889; levenshtein=0.3333; semantic=0.7209; sequence_match=0.5185,False,0.5428,False,top-3 avg score 0.5428 < final_threshold 0.7
ObjectProperty,is character in game,involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5698; levenshtein=0.3529; semantic=0.6443; sequence_match=0.4138,False,0.5426,False,top-3 avg score 0.5426 < final_threshold 0.7
ObjectProperty,has leaderboard,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4974; sequence_match=0.4545,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
ObjectProperty,has game genre,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5631; sequence_match=0.4211,False,0.5397,False,top-3 avg score 0.5397 < final_threshold 0.7
ObjectProperty,has game genre,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5528; sequence_match=0.4211,False,0.5392,False,top-3 avg score 0.5392 < final_threshold 0.7
ObjectProperty,plays game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4984; sequence_match=0.4706,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.7
ObjectProperty,has character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.3571; semantic=0.5075; sequence_match=0.4615,False,0.5386,False,top-3 avg score 0.5386 < final_threshold 0.7
ObjectProperty,is character in game,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6342; levenshtein=0.3529; semantic=0.4581; sequence_match=0.5161,False,0.5361,False,top-3 avg score 0.5361 < final_threshold 0.7
ObjectProperty,has item,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5095; sequence_match=0.4762,False,0.5349,False,top-3 avg score 0.5349 < final_threshold 0.7
ObjectProperty,has playing area,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5095; sequence_match=0.4762,False,0.5349,False,top-3 avg score 0.5349 < final_threshold 0.7
ObjectProperty,has leaderboard,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3571; semantic=0.5015; sequence_match=0.4286,False,0.5342,False,top-3 avg score 0.5342 < final_threshold 0.7
ObjectProperty,has achievement,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6023; sequence_match=0.3810,False,0.5341,False,top-3 avg score 0.5341 < final_threshold 0.7
ObjectProperty,is leaderboard in game,involves game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6301; levenshtein=0.3158; semantic=0.5797; sequence_match=0.3871,False,0.5323,False,top-3 avg score 0.5323 < final_threshold 0.7
ObjectProperty,has item,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.3333; semantic=0.5523; sequence_match=0.4800,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,is player in session,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6500; levenshtein=0.3529; semantic=0.4288; sequence_match=0.5161,False,0.5317,False,top-3 avg score 0.5317 < final_threshold 0.7
ObjectProperty,lives in,involves game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2500; semantic=0.4939; sequence_match=0.4211,False,0.5298,False,top-3 avg score 0.5298 < final_threshold 0.7
ObjectProperty,has character,has owned item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.4167; semantic=0.6257; sequence_match=0.4167,False,0.5289,False,top-3 avg score 0.5289 < final_threshold 0.7
ObjectProperty,has feature,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.5490; sequence_match=0.4167,False,0.5288,False,top-3 avg score 0.5288 < final_threshold 0.7
ObjectProperty,has achievement,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5367; sequence_match=0.4286,False,0.5281,False,top-3 avg score 0.5281 < final_threshold 0.7
ObjectProperty,has playing area,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5367; sequence_match=0.4286,False,0.5281,False,top-3 avg score 0.5281 < final_threshold 0.7
ObjectProperty,is character in game,player item involves game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5642; levenshtein=0.3636; semantic=0.5558; sequence_match=0.4615,False,0.5272,False,top-3 avg score 0.5272 < final_threshold 0.7
ObjectProperty,is player in session,player item involves game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5838; levenshtein=0.3636; semantic=0.4823; sequence_match=0.5128,False,0.5263,False,top-3 avg score 0.5263 < final_threshold 0.7
ObjectProperty,has achievement,lives in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.5737; sequence_match=0.3810,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,lives in,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.5737; sequence_match=0.3810,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,has playing area,player item involves game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5896; levenshtein=0.2273; semantic=0.4884; sequence_match=0.5000,False,0.526,False,top-3 avg score 0.5260 < final_threshold 0.7
ObjectProperty,owns character,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5427; levenshtein=0.3077; semantic=0.5724; sequence_match=0.4545,False,0.5232,False,top-3 avg score 0.5232 < final_threshold 0.7
ObjectProperty,has playing area,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.5115; sequence_match=0.4167,False,0.5221,False,top-3 avg score 0.5221 < final_threshold 0.7
ObjectProperty,purchases game offering,involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.6626; sequence_match=0.3636,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.7
ObjectProperty,has leaderboard,has owned item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.4577; sequence_match=0.4615,False,0.5207,False,top-3 avg score 0.5207 < final_threshold 0.7
ObjectProperty,has character,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.3333; semantic=0.5594; sequence_match=0.4000,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.7
ObjectProperty,is leaderboard in game,player item involves game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6045; levenshtein=0.3182; semantic=0.4652; sequence_match=0.4878,False,0.5192,False,top-3 avg score 0.5192 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6469; levenshtein=0.3158; semantic=0.4233; sequence_match=0.4848,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,lives in,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.2000; semantic=0.5282; sequence_match=0.3529,False,0.5175,False,top-3 avg score 0.5175 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5635; levenshtein=0.2857; semantic=0.6312; sequence_match=0.3571,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.7
ObjectProperty,is character in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6594; levenshtein=0.2941; semantic=0.5049; sequence_match=0.3871,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.7
ObjectProperty,purchases game offering,player item involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5828; levenshtein=0.1364; semantic=0.5957; sequence_match=0.3721,False,0.5169,False,top-3 avg score 0.5169 < final_threshold 0.7
ObjectProperty,has leaderboard,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5723; sequence_match=0.3571,False,0.5162,False,top-3 avg score 0.5162 < final_threshold 0.7
ObjectProperty,has item,player item involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5805; levenshtein=0.2273; semantic=0.6228; sequence_match=0.3448,False,0.5161,False,top-3 avg score 0.5161 < final_threshold 0.7
ObjectProperty,is character in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.2941; semantic=0.5043; sequence_match=0.4167,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.7
ObjectProperty,has leaderboard,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5434; sequence_match=0.3810,False,0.5145,False,top-3 avg score 0.5145 < final_threshold 0.7
ObjectProperty,plays game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,is event associated to player,has player,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4515; levenshtein=0.3200; semantic=0.6190; sequence_match=0.4706,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,owns achievement,has participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5603; levenshtein=0.2667; semantic=0.5635; sequence_match=0.4138,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,owns item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.5787; sequence_match=0.3636,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,purchases game offering,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6071; levenshtein=0.2857; semantic=0.6198; sequence_match=0.3077,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,owns character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.6236; sequence_match=0.3478,False,0.511,False,top-3 avg score 0.5110 < final_threshold 0.7
ObjectProperty,owns item,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5282; sequence_match=0.4000,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.7
ObjectProperty,purchases game offering,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.1905; semantic=0.5093; sequence_match=0.3571,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
ObjectProperty,owns character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5089; sequence_match=0.3810,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,has achievement,involves game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.1429; semantic=0.5762; sequence_match=0.3846,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.7
ObjectProperty,is character in game,game has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6315; levenshtein=0.2778; semantic=0.5985; sequence_match=0.2286,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,owns character,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.5520; sequence_match=0.3704,False,0.5022,False,top-3 avg score 0.5022 < final_threshold 0.7
ObjectProperty,is player in session,is friend of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6563; levenshtein=0.3529; semantic=0.3986; sequence_match=0.4444,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.7
ObjectProperty,owns achievement,involves game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.5620; sequence_match=0.3704,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.7
