role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,has input,hasinput,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9022; sequence_match=1.0000,True,1.0000,True,selected
property,has version,hasversion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9590; sequence_match=1.0000,True,1.0000,True,selected
property,has release date,hasreleasedate,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.8855; sequence_match=1.0000,True,1.0000,True,selected
property,is developed by,developedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9198; sequence_match=0.9167,False,0.9284,True,selected
property,has output,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8449; levenshtein=0.4286; semantic=0.6190; sequence_match=0.5217,False,0.6619,False,gold already mapped to 'hasoutputformat'
property,has license,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8387; levenshtein=0.4545; semantic=0.5726; sequence_match=0.5714,False,0.6609,False,pred already taken by 'has documentation' (higher averaged score)
property,is software for,hassoftwaretype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6530; levenshtein=0.6000; semantic=0.6702; sequence_match=0.6429,False,0.6553,False,pred already taken by 'uses software' (higher averaged score)
property,has output,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7926; levenshtein=0.4444; semantic=0.6174; sequence_match=0.5556,False,0.6552,False,gold already mapped to 'hasoutputformat'
property,uses software,usesdata,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.5000; semantic=0.6609; sequence_match=0.6000,False,0.6518,False,gold already mapped to 'hassoftwaretype'
property,has specified data input,hasinput,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6230; levenshtein=0.3810; semantic=0.7806; sequence_match=0.5517,False,0.6518,False,pred already taken by 'has input' (higher averaged score)
property,has input,hasurl,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8056; levenshtein=0.3750; semantic=0.5612; sequence_match=0.5714,False,0.6461,False,gold already mapped to 'hasinput'
property,has format specification,hasinputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6898; levenshtein=0.2727; semantic=0.7475; sequence_match=0.5000,False,0.6457,False,gold already mapped to 'hasformat'
property,has interface,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.5000; semantic=0.5908; sequence_match=0.5263,False,0.6428,False,gold already mapped to 'hasinputformat'
property,has format specification,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6707; levenshtein=0.3636; semantic=0.7577; sequence_match=0.4865,False,0.6383,False,gold already mapped to 'hasformat'
property,has license,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7958; levenshtein=0.4000; semantic=0.5631; sequence_match=0.5556,False,0.6382,False,pred already taken by 'has input' (higher averaged score)
property,has output,hasdataexport,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7966; levenshtein=0.4615; semantic=0.6530; sequence_match=0.4545,False,0.6370,False,gold already mapped to 'hasoutputformat'
property,has output,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7926; levenshtein=0.4444; semantic=0.5730; sequence_match=0.5333,False,0.6330,False,gold already mapped to 'hasoutputformat'
property,has license,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.5875; sequence_match=0.5000,False,0.6269,False,pred already taken by 'has version' (higher averaged score)
property,has specified data output,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7230; sequence_match=0.4865,False,0.6210,False,gold already mapped to 'hasdataexport'
property,has support url,supportstask,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6357; levenshtein=0.3846; semantic=0.6651; sequence_match=0.5600,False,0.6203,False,gold already mapped to 'hasurl'
property,has support url,hasformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7966; levenshtein=0.3846; semantic=0.5017; sequence_match=0.5455,False,0.6146,False,gold already mapped to 'hasurl'
property,has input,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.5000; semantic=0.6091; sequence_match=0.5333,False,0.6110,False,gold already mapped to 'hasinput'
property,has version,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.6390; sequence_match=0.5000,False,0.6093,False,gold already mapped to 'hasversion'
property,has documentation,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6908; levenshtein=0.4375; semantic=0.5685; sequence_match=0.5600,False,0.6064,False,gold already mapped to 'haslocation'
property,has specified data input,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.3810; semantic=0.6019; sequence_match=0.5294,False,0.6044,False,gold already mapped to 'hasmodification'
property,has release date,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.2857; semantic=0.5010; sequence_match=0.5000,False,0.6040,False,gold already mapped to 'hasreleasedate'
property,has documentation,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8021; levenshtein=0.3125; semantic=0.5743; sequence_match=0.4348,False,0.6037,False,gold already mapped to 'haslocation'
property,has interface,hasformat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.8176; levenshtein=0.4167; semantic=0.5734; sequence_match=0.3810,False,0.6026,False,gold already mapped to 'hasinputformat'
property,has specified data output,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7999; levenshtein=0.4091; semantic=0.5212; sequence_match=0.4865,False,0.6025,False,gold already mapped to 'hasdataexport'
property,has download location,hasmodification,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6799; levenshtein=0.5263; semantic=0.5061; sequence_match=0.5882,False,0.5981,False,top-3 avg score 0.5981 < final_threshold 0.6
property,has interface,hassoftwaretype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.4000; semantic=0.5500; sequence_match=0.4444,False,0.5970,False,top-3 avg score 0.5970 < final_threshold 0.6
property,has version,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5975; sequence_match=0.5556,False,0.5955,False,top-3 avg score 0.5955 < final_threshold 0.6
property,has specified data input,hasinputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7080; sequence_match=0.4571,False,0.5938,False,top-3 avg score 0.5938 < final_threshold 0.6
property,has version,haslocation,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6596; levenshtein=0.5455; semantic=0.5408; sequence_match=0.5714,False,0.5922,False,top-3 avg score 0.5922 < final_threshold 0.6
property,has version,hasmodification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.4000; semantic=0.6854; sequence_match=0.4800,False,0.5922,False,top-3 avg score 0.5922 < final_threshold 0.6
property,has website homepage,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6963; levenshtein=0.3889; semantic=0.5783; sequence_match=0.5000,False,0.5915,False,top-3 avg score 0.5915 < final_threshold 0.6
property,is software for,isfree,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7915; levenshtein=0.3846; semantic=0.4567; sequence_match=0.5263,False,0.5915,False,top-3 avg score 0.5915 < final_threshold 0.6
property,has license,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.3000; semantic=0.5827; sequence_match=0.5000,False,0.5905,False,top-3 avg score 0.5905 < final_threshold 0.6
property,has documentation,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7992; levenshtein=0.3125; semantic=0.5027; sequence_match=0.4667,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.6
property,has license,hasreleasedate,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6381; levenshtein=0.4286; semantic=0.5464; sequence_match=0.5833,False,0.5893,False,top-3 avg score 0.5893 < final_threshold 0.6
property,has documentation,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6173; levenshtein=0.4375; semantic=0.5952; sequence_match=0.5385,False,0.5837,False,top-3 avg score 0.5837 < final_threshold 0.6
property,has documentation,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6913; levenshtein=0.4375; semantic=0.5385; sequence_match=0.5185,False,0.5828,False,top-3 avg score 0.5828 < final_threshold 0.6
property,has release date,hasformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6984; levenshtein=0.3571; semantic=0.5202; sequence_match=0.5217,False,0.5801,False,top-3 avg score 0.5801 < final_threshold 0.6
property,has license,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.5963; sequence_match=0.4706,False,0.5794,False,top-3 avg score 0.5794 < final_threshold 0.6
property,has interface,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.5000; semantic=0.5330; sequence_match=0.5217,False,0.5788,False,top-3 avg score 0.5788 < final_threshold 0.6
property,has documentation,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6775; levenshtein=0.3125; semantic=0.5758; sequence_match=0.4828,False,0.5787,False,top-3 avg score 0.5787 < final_threshold 0.6
property,has version,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.3000; semantic=0.6056; sequence_match=0.4706,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.6
property,has input,hasversion,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5378; sequence_match=0.5556,False,0.5756,False,top-3 avg score 0.5756 < final_threshold 0.6
property,has documentation,hasoutputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6972; levenshtein=0.3125; semantic=0.5115; sequence_match=0.5161,False,0.5750,False,top-3 avg score 0.5750 < final_threshold 0.6
property,has format specification,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3636; semantic=0.5405; sequence_match=0.5000,False,0.5733,False,top-3 avg score 0.5733 < final_threshold 0.6
property,has format specification,haslocation,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6553; levenshtein=0.4545; semantic=0.4124; sequence_match=0.6061,False,0.5720,False,top-3 avg score 0.5720 < final_threshold 0.6
property,has license,hasmodification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6189; sequence_match=0.4800,False,0.5700,False,top-3 avg score 0.5700 < final_threshold 0.6
property,has input,hasoutputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5211; sequence_match=0.5217,False,0.5680,False,top-3 avg score 0.5680 < final_threshold 0.6
property,has interface,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.5832; sequence_match=0.4545,False,0.5679,False,top-3 avg score 0.5679 < final_threshold 0.6
property,uses platform,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4807; sequence_match=0.4615,False,0.5676,False,top-3 avg score 0.5676 < final_threshold 0.6
property,has support url,hasoutputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6530; levenshtein=0.4000; semantic=0.4736; sequence_match=0.5714,False,0.5660,False,top-3 avg score 0.5660 < final_threshold 0.6
property,has output,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.4545; semantic=0.5249; sequence_match=0.5000,False,0.5650,False,top-3 avg score 0.5650 < final_threshold 0.6
property,has input,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.6069; sequence_match=0.4348,False,0.5648,False,top-3 avg score 0.5648 < final_threshold 0.6
property,has release date,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6319; levenshtein=0.2857; semantic=0.5413; sequence_match=0.5185,False,0.5639,False,top-3 avg score 0.5639 < final_threshold 0.6
property,has output,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.4545; semantic=0.5192; sequence_match=0.5000,False,0.5631,False,top-3 avg score 0.5631 < final_threshold 0.6
property,uses platform,hasoutputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4603; sequence_match=0.5185,False,0.5627,False,top-3 avg score 0.5627 < final_threshold 0.6
property,has specified data output,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6187; levenshtein=0.3182; semantic=0.6008; sequence_match=0.4667,False,0.5621,False,top-3 avg score 0.5621 < final_threshold 0.6
property,has interface,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.3846; semantic=0.5921; sequence_match=0.4800,False,0.5614,False,top-3 avg score 0.5614 < final_threshold 0.6
property,has version,hasformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.6386; sequence_match=0.4211,False,0.5594,False,top-3 avg score 0.5594 < final_threshold 0.6
property,has support url,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3846; semantic=0.5191; sequence_match=0.4762,False,0.5590,False,top-3 avg score 0.5590 < final_threshold 0.6
property,has interface,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.5588; sequence_match=0.4444,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.6
property,has input,haslocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6212; levenshtein=0.3636; semantic=0.5200; sequence_match=0.5263,False,0.5558,False,top-3 avg score 0.5558 < final_threshold 0.6
property,has specified data input,usesdata,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5933; levenshtein=0.2857; semantic=0.6591; sequence_match=0.4138,False,0.5554,False,top-3 avg score 0.5554 < final_threshold 0.6
property,has output,hassoftwaretype,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.4744; sequence_match=0.5000,False,0.5544,False,top-3 avg score 0.5544 < final_threshold 0.6
property,has interface,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.2667; semantic=0.6010; sequence_match=0.3704,False,0.5543,False,top-3 avg score 0.5543 < final_threshold 0.6
property,has download location,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6371; levenshtein=0.3158; semantic=0.5876; sequence_match=0.4375,False,0.5541,False,top-3 avg score 0.5541 < final_threshold 0.6
property,has version,hasreleasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.3571; semantic=0.6245; sequence_match=0.4167,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.6
property,has license,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.4545; semantic=0.5319; sequence_match=0.4762,False,0.5532,False,top-3 avg score 0.5532 < final_threshold 0.6
property,is software for,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.2308; semantic=0.5647; sequence_match=0.4800,False,0.5522,False,top-3 avg score 0.5522 < final_threshold 0.6
property,has output,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.6086; sequence_match=0.4167,False,0.5516,False,top-3 avg score 0.5516 < final_threshold 0.6
property,has release date,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.3571; semantic=0.6172; sequence_match=0.4167,False,0.5515,False,top-3 avg score 0.5515 < final_threshold 0.6
property,has version,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6282; levenshtein=0.3077; semantic=0.5901; sequence_match=0.4348,False,0.5510,False,top-3 avg score 0.5510 < final_threshold 0.6
property,has input,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.4444; semantic=0.5337; sequence_match=0.4706,False,0.5508,False,top-3 avg score 0.5508 < final_threshold 0.6
property,has support url,hasinputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6456; levenshtein=0.3571; semantic=0.4876; sequence_match=0.5185,False,0.5506,False,top-3 avg score 0.5506 < final_threshold 0.6
property,has website homepage,hasinputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.4793; sequence_match=0.5000,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.6
property,has documentation,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3125; semantic=0.5787; sequence_match=0.4167,False,0.5494,False,top-3 avg score 0.5494 < final_threshold 0.6
property,has license,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6183; levenshtein=0.2500; semantic=0.5722; sequence_match=0.4545,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.6
property,has specified data input,haslocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.3333; semantic=0.4830; sequence_match=0.5000,False,0.5480,False,top-3 avg score 0.5480 < final_threshold 0.6
property,implements,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1667; semantic=0.5447; sequence_match=0.4545,False,0.5479,False,top-3 avg score 0.5479 < final_threshold 0.6
property,has support url,hasdataexport,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5971; levenshtein=0.3077; semantic=0.5075; sequence_match=0.5385,False,0.5477,False,top-3 avg score 0.5477 < final_threshold 0.6
property,has version,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3000; semantic=0.5303; sequence_match=0.4286,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.6
property,has interface,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5573; sequence_match=0.4444,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.6
property,has website homepage,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.4994; sequence_match=0.4375,False,0.5446,False,top-3 avg score 0.5446 < final_threshold 0.6
property,has specified data output,usesdata,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5882; levenshtein=0.2727; semantic=0.6366; sequence_match=0.4000,False,0.5416,False,top-3 avg score 0.5416 < final_threshold 0.6
property,has version,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5932; sequence_match=0.3333,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.6
property,has release date,haslocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6580; levenshtein=0.2857; semantic=0.4740; sequence_match=0.4800,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.6
property,uses platform,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.2500; semantic=0.4888; sequence_match=0.4762,False,0.5364,False,top-3 avg score 0.5364 < final_threshold 0.6
property,has support url,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.3077; semantic=0.5412; sequence_match=0.4348,False,0.5359,False,top-3 avg score 0.5359 < final_threshold 0.6
property,has release date,created,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.3571; semantic=0.5040; sequence_match=0.4762,False,0.5347,False,top-3 avg score 0.5347 < final_threshold 0.6
property,has release date,usesdata,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6488; levenshtein=0.4286; semantic=0.4987; sequence_match=0.4545,False,0.5340,False,top-3 avg score 0.5340 < final_threshold 0.6
property,has website homepage,hassoftwaretype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6906; levenshtein=0.3333; semantic=0.4871; sequence_match=0.4242,False,0.5340,False,top-3 avg score 0.5340 < final_threshold 0.6
property,has input,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5172; sequence_match=0.4762,False,0.5322,False,top-3 avg score 0.5322 < final_threshold 0.6
property,has specified data output,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6465; levenshtein=0.2727; semantic=0.5629; sequence_match=0.3871,False,0.5322,False,top-3 avg score 0.5322 < final_threshold 0.6
property,has specified data input,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2857; semantic=0.5396; sequence_match=0.4000,False,0.5301,False,top-3 avg score 0.5301 < final_threshold 0.6
property,has interface,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.2500; semantic=0.5031; sequence_match=0.4348,False,0.5275,False,top-3 avg score 0.5275 < final_threshold 0.6
property,has input,outputs,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5809; sequence_match=0.4000,False,0.5274,False,top-3 avg score 0.5274 < final_threshold 0.6
property,has documentation,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.5762; sequence_match=0.3636,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.6
property,has specified data output,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5641; sequence_match=0.3889,False,0.5253,False,top-3 avg score 0.5253 < final_threshold 0.6
property,has interface,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.1667; semantic=0.5306; sequence_match=0.4167,False,0.5247,False,top-3 avg score 0.5247 < final_threshold 0.6
property,uses platform,exportsfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6730; levenshtein=0.3333; semantic=0.4638; sequence_match=0.4348,False,0.5239,False,top-3 avg score 0.5239 < final_threshold 0.6
property,has documentation,usesdata,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6756; levenshtein=0.2500; semantic=0.5600; sequence_match=0.3333,False,0.5230,False,top-3 avg score 0.5230 < final_threshold 0.6
property,is developed by,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.2308; semantic=0.5705; sequence_match=0.4000,False,0.5229,False,top-3 avg score 0.5229 < final_threshold 0.6
property,has specified data output,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3636; semantic=0.5007; sequence_match=0.4444,False,0.5227,False,top-3 avg score 0.5227 < final_threshold 0.6
property,has download location,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6608; levenshtein=0.3158; semantic=0.4778; sequence_match=0.4286,False,0.5224,False,top-3 avg score 0.5224 < final_threshold 0.6
property,has format specification,hassoftwaretype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2727; semantic=0.4625; sequence_match=0.4324,False,0.5219,False,top-3 avg score 0.5219 < final_threshold 0.6
property,has specified data output,outputs,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4105; levenshtein=0.2273; semantic=0.7370; sequence_match=0.4138,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
