gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Vintage,Vintage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Bordeaux,Bordeaux Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8442; sequence_match=0.8000,False,0.8592,True,selected
WhiteBordeaux,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6660; levenshtein=0.3077; semantic=0.7341; sequence_match=0.6400,False,0.68,False,pred already taken by 'Bordeaux' (higher averaged score)
WineColor,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.5000; semantic=0.6874; sequence_match=0.5263,False,0.6779,False,pred already taken by 'Region' (higher averaged score)
WineDescriptor,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8493; levenshtein=0.5000; semantic=0.5955; sequence_match=0.5833,False,0.676,False,pred already taken by 'Region' (higher averaged score)
WineDescriptor,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8571; levenshtein=0.2857; semantic=0.7084; sequence_match=0.4444,False,0.67,False,pred already taken by 'wine' (higher averaged score)
WineSugar,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.5000; semantic=0.6540; sequence_match=0.5263,False,0.6668,False,pred already taken by 'Region' (higher averaged score)
WineTaste,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6852; levenshtein=0.4000; semantic=0.7232; sequence_match=0.5263,False,0.6449,False,pred already taken by 'Region' (higher averaged score)
RedWine,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7079; levenshtein=0.2000; semantic=0.6945; sequence_match=0.4706,False,0.6243,False,pred already taken by 'Region' (higher averaged score)
WineTaste,Vintage,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6899; levenshtein=0.5556; semantic=0.5514; sequence_match=0.6250,False,0.6235,False,pred already taken by 'Vintage' (higher averaged score)
WineFlavor,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.5000; semantic=0.6902; sequence_match=0.5000,False,0.6189,False,pred already taken by 'Region' (higher averaged score)
WhiteWine,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.6862; sequence_match=0.4762,False,0.6066,False,pred already taken by 'Bordeaux' (higher averaged score)
WhiteWine,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7300; levenshtein=0.3000; semantic=0.6344; sequence_match=0.4211,False,0.5952,False,top-3 avg score 0.5952 < final_threshold 0.6
Vintage,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.4286; semantic=0.6225; sequence_match=0.5455,False,0.5877,False,top-3 avg score 0.5877 < final_threshold 0.6
wine,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.4286; semantic=0.6225; sequence_match=0.5455,False,0.5877,False,top-3 avg score 0.5877 < final_threshold 0.6
wine,Bordeaux Wine,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4444; levenshtein=0.3333; semantic=0.8170; sequence_match=0.5000,False,0.5871,False,top-3 avg score 0.5871 < final_threshold 0.6
Zinfandel,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5741; levenshtein=0.3333; semantic=0.6978; sequence_match=0.4615,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.6
VintageYear,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6742; levenshtein=0.2727; semantic=0.6573; sequence_match=0.4000,False,0.5772,False,top-3 avg score 0.5772 < final_threshold 0.6
WineGrape,Vintage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.5926; sequence_match=0.3750,False,0.5757,False,top-3 avg score 0.5757 < final_threshold 0.6
Zinfandel,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5410; sequence_match=0.5000,False,0.571,False,top-3 avg score 0.5710 < final_threshold 0.6
WhiteBordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6603; levenshtein=0.2308; semantic=0.6844; sequence_match=0.3529,False,0.5659,False,top-3 avg score 0.5659 < final_threshold 0.6
WineGrape,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.7784; sequence_match=0.3810,False,0.5562,False,top-3 avg score 0.5562 < final_threshold 0.6
WineTaste,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.7523; sequence_match=0.3810,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.6
WineSugar,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6899; levenshtein=0.3333; semantic=0.5494; sequence_match=0.3750,False,0.5381,False,top-3 avg score 0.5381 < final_threshold 0.6
RedWine,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.6960; sequence_match=0.3333,False,0.5304,False,top-3 avg score 0.5304 < final_threshold 0.6
WineBody,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5491; sequence_match=0.4000,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.6
WhiteBordeaux,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.3077; semantic=0.5629; sequence_match=0.3478,False,0.5141,False,top-3 avg score 0.5141 < final_threshold 0.6
WineBody,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.6976; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.6
WineFlavor,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.7130; sequence_match=0.3636,False,0.5107,False,top-3 avg score 0.5107 < final_threshold 0.6
Vintage,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.6333; sequence_match=0.3333,False,0.5095,False,top-3 avg score 0.5095 < final_threshold 0.6
Bordeaux,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.6734; sequence_match=0.3077,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.6
WineColor,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5417; sequence_match=0.3750,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.6
WineSugar,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.6958; sequence_match=0.3810,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.6
Region,Bordeaux Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4584; sequence_match=0.4444,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
WineGrape,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.6934; sequence_match=0.2727,False,0.4932,False,top-3 avg score 0.4932 < final_threshold 0.6
Zinfandel,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.6499; sequence_match=0.2857,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.6
WineFlavor,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5493; sequence_match=0.3529,False,0.492,False,top-3 avg score 0.4920 < final_threshold 0.6
WhiteWine,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5077; sequence_match=0.3750,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.6
wine,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.7611; sequence_match=0.2222,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
RedWine,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.6062; sequence_match=0.4286,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.6
Vintage,Napa Zinfandel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.3077; semantic=0.5184; sequence_match=0.4000,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.6
RedBordeaux,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.6688; sequence_match=0.2500,False,0.482,False,top-3 avg score 0.4820 < final_threshold 0.6
wine,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.2308; semantic=0.7030; sequence_match=0.3529,False,0.4802,False,top-3 avg score 0.4802 < final_threshold 0.6
VintageYear,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.5609; sequence_match=0.2857,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.6
WhiteBordeaux,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.1538; semantic=0.5769; sequence_match=0.3000,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.6
Vintage,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.4932; sequence_match=0.3529,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.6
Zinfandel,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.5706; sequence_match=0.3158,False,0.4726,False,top-3 avg score 0.4726 < final_threshold 0.6
WineDescriptor,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.5842; sequence_match=0.3077,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.6
WineTaste,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.2308; semantic=0.6395; sequence_match=0.2727,False,0.471,False,top-3 avg score 0.4710 < final_threshold 0.6
RedWine,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.2308; semantic=0.6702; sequence_match=0.3000,False,0.4707,False,top-3 avg score 0.4707 < final_threshold 0.6
WhiteWine,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5214; levenshtein=0.1538; semantic=0.6100; sequence_match=0.2727,False,0.468,False,top-3 avg score 0.4680 < final_threshold 0.6
VintageYear,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.6133; sequence_match=0.2500,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.6
WineColor,Bordeaux Wine,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2963; levenshtein=0.0833; semantic=0.7103; sequence_match=0.3810,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
Zinfandel,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0833; semantic=0.6737; sequence_match=0.2857,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
WineFlavor,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4026; levenshtein=0.1538; semantic=0.6283; sequence_match=0.3478,False,0.4596,False,top-3 avg score 0.4596 < final_threshold 0.6
WineDescriptor,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5263; sequence_match=0.2857,False,0.4532,False,top-3 avg score 0.4532 < final_threshold 0.6
VintageYear,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.5187; sequence_match=0.3333,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
WineBody,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.6199; sequence_match=0.2857,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.6
WineSugar,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.6228; sequence_match=0.2727,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
Bordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6715; sequence_match=0.1667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
Region,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.0000; semantic=0.5179; sequence_match=0.3636,False,0.4309,False,top-3 avg score 0.4309 < final_threshold 0.6
WineDescriptor,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0000; semantic=0.5469; sequence_match=0.2963,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
WineTaste,Grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3741; levenshtein=0.2222; semantic=0.6891; sequence_match=0.1429,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
RedBordeaux,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4212; levenshtein=0.0909; semantic=0.5687; sequence_match=0.2857,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.6
WineSugar,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.0000; semantic=0.6953; sequence_match=0.1429,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.6
RedBordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.6875; sequence_match=0.1333,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
WhiteBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4551; levenshtein=0.0000; semantic=0.5801; sequence_match=0.2308,False,0.422,False,top-3 avg score 0.4220 < final_threshold 0.6
WineBody,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.0000; semantic=0.6678; sequence_match=0.1538,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
WineColor,Napa Zinfandel,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2920; levenshtein=0.1538; semantic=0.6052; sequence_match=0.3636,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.6
VintageYear,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.6014; sequence_match=0.2609,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
WhiteBordeaux,Grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4256; levenshtein=0.1538; semantic=0.6751; sequence_match=0.1111,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
WhiteWine,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.1111; semantic=0.6487; sequence_match=0.1429,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.6
WineColor,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.0000; semantic=0.6475; sequence_match=0.1429,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.6
Vintage,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.1667; semantic=0.5565; sequence_match=0.3158,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
WineFlavor,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3667; levenshtein=0.1000; semantic=0.6799; sequence_match=0.1333,False,0.3933,False,top-3 avg score 0.3933 < final_threshold 0.6
Region,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5108; sequence_match=0.2000,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.6
Bordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5575; sequence_match=0.1905,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.6
RedBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.5862; sequence_match=0.1667,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.6
WineDescriptor,Grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4238; levenshtein=0.1429; semantic=0.5716; sequence_match=0.1053,False,0.3794,False,top-3 avg score 0.3794 < final_threshold 0.6
Bordeaux,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
Region,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.4866; sequence_match=0.1538,False,0.359,False,top-3 avg score 0.3590 < final_threshold 0.6
RedBordeaux,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.6172; sequence_match=0.1111,False,0.3503,False,top-3 avg score 0.3503 < final_threshold 0.6
Bordeaux,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.5736; sequence_match=0.1111,False,0.3338,False,top-3 avg score 0.3338 < final_threshold 0.6
Region,Napa Zinfandel,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3291; levenshtein=0.1538; semantic=0.4025; sequence_match=0.1053,False,0.2951,False,top-3 avg score 0.2951 < final_threshold 0.6
